input,name,quantity,unit,preparation,comment
1 1/2 teaspoons ground cumin,ground cumin,1.5,teaspoon,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
Juice of 1 large lemon,lemon,1,large,,Juice of
1 cup extra-virgin olive oil,extra-virgin olive oil,1,cup,,
"2 1 1/2-pound eggplants, peeled and diced",eggplants,2 1.5,pound,peeled and diced,(each)
"1 tablespoon, plus 1 teaspoon, confectioners' sugar",confectioners' sugar,1,tablespoon,,plus 1 teaspoon
2 medium egg yolks,egg yolks,2,medium,,
6 tablespoons whole milk,whole milk,6,tablespoon,,
"4 1/2 ounces bittersweet chocolate, chopped",bittersweet chocolate,4.5,ounce,chopped,
"Half a vanilla bean, split lengthwise, seeds scraped",vanilla bean,half,,seeds scraped,a split lengthwise
3/4 cup heavy cream,heavy cream,0.75,cup,,
"1 small bunch of watercress, to garnish (optional)",watercress,1,small bunch,,of to garnish (optional)
"Salt, as needed",Salt,,,,as needed
Juice of 1 lemon,lemon,1,,,Juice of
1 2/3 cups white wine,white wine,1.667,cup,,
Freshly ground black pepper,black pepper,,,freshly ground ,
"6 tablespoons butter, softened",butter,6,tablespoon,softened,
1 bunch rosemary,rosemary,1,bunch,,
"20 anchovy fillets in oil, drained",anchovy fillets in oil,20,,drained,
"4 large garlic cloves, peeled and sliced lengthwise into thirds",garlic,4,large clove,peeled and sliced lengthwise into thirds,
1 4-pound bone-in leg of lamb,bone-in leg of lamb,1 4,pound,,
Splash of Champagne (optional),Splash of Champagne,,,,(optional)
6 tablespoons chopped mint plus 6 sprigs mint for serving,mint,6,tablespoon,chopped ,plus 6 sprig mint for serving
6 cups freshly squeezed tangerine juice,tangerine juice,6,cup,freshly squeezed,
"4 dried figs, quartered",dried figs,4,,quartered,
"8 dried Turkish apricots, cut in half",dried Turkish apricots,8,,cut in half,
1 firm tart apple,firm tart apple,1,,,
3 firm Bosc pears,firm Bosc pears,3,,,
"2 2-inch long pieces lemon zest (peeled with a vegetable peeler), preferably Meyer lemons",lemon zest,2 2,piece inch,peeled with a vegetable peeler,"long piece (), preferably Meyer lemons"
3 star anise,star anise,3,,,
"1 plump vanilla bean, split in half lengthwise",vanilla bean,1,,,"plump, split in half lengthwise"
1 1/4 cup sugar,sugar,1.25,cup,,
1/4 cup coarsely chopped toasted almonds,almonds,0.25,cup,coarsely chopped toasted,
1/4 teaspoon almond extract,almond extract,0.25,teaspoon,,
1 cup milk,milk,1,cup,,
1/4 cup mascarpone cheese,mascarpone cheese,0.25,cup,,
1 tablespoon peeled and minced ginger,ginger,1,tablespoon,peeled and minced,
"1/2 cup minced cilantro leaves, plus more for garnish",cilantro leaves,0.5,cup,minced,plus more for garnish
"1 fresh or dried hot red chile, minced, or 1/4 teaspoon cayenne, or to taste",hot red chile,1,,minced,"fresh or dried, or 0.25 teaspoon cayenne, or to taste"
Freshly ground black pepper to taste,black pepper,,,freshly ground ,to taste
2 tablespoons peanut or other oil,peanut or other oil,2,tablespoon,,
Lime wedges,Lime wedges,,,,
3/4 cup plus 2 tablespoons sugar,sugar,0.75,cup,,plus 2 tablespoon
1/4 teaspoon salt,salt,0.25,teaspoon,,
6 tablespoons butter,butter,6,tablespoon,,
8 eggs,eggs,8,,,
Salt to taste,Salt,,,,to taste
"1 1/2 pounds fillet of cod or other mild, delicate white fish","fillet of cod or other mild, delicate white fish",1.5,pound,,
1 baking potato weighing about 1/2 pound,baking potato,1 0.5,pound,,weighing about
Plain yogurt for serving,plain yogurt,,,,for serving
3/4 cup diced mango for serving,mango,0.75,cup,diced ,for serving
3/4 cup diced pineapple or sliced strawberries for serving,pineapple,0.75,cup,diced ,or sliced strawberries for serving
2 tablespoons pomegranate seeds,pomegranate seeds,2,tablespoon,,
2 star fruits,fruits,2,,,star
"2 bananas, peeled and sliced",bananas,2,,peeled and sliced,
2 cups pure pomegranate juice (see note),pure pomegranate juice,2,cup,,(see note)
9 sheets (3/4 ounce) leaf gelatin (see note),leaf gelatin,9 0.75,sheet ounce,,() (see note)
1 3/4 ounces (about 1 1/4 cups) dried hibiscus flowers (see note),dried hibiscus flowers,1.75 1.25,ounce cup,,(about) (see note)
1 1/4 cups sugar,sugar,1.25,cup,,
2 cups bottled water,water,2,cup,,bottled
1 teaspoon vanilla extract,vanilla extract,1,teaspoon,,
3 tablespoons confectioners' sugar,confectioners' sugar,3,tablespoon,,
1 cup heavy cream,heavy cream,1,cup,,
2 tablespoons Grand Marnier,Grand Marnier,2,tablespoon,,
1 1/2 cups blueberries,blueberries,1.5,cup,,
Creme chantilly,Creme chantilly,,,,
4 tablespoons melted butter for brushing,butter,4,tablespoon,melted,for brushing
2 teaspoons vanilla extract,vanilla extract,2,teaspoon,,
"4 tablespoons sweet butter, melted",sweet butter,4,tablespoon,melted,
1/2 cup cold water,cold water,0.5,cup,,
Pinch of salt,salt,,pinch,,of
2 cups low-fat milk,low-fat milk,2,cup,,
1/4 cup sugar,sugar,0.25,cup,,
4 eggs,eggs,4,,,
2 cups fresh raspberries or strawberries,fresh raspberries or strawberries,2,cup,,
2 tablespoons Cognac,Cognac,2,tablespoon,,
28 to 32 store-bought ladyfingers,ladyfingers,28-32,,,store-bought
"1/2 cup chopped marron glace (French candied chestnuts), see note",marron glace,0.5,cup,chopped ,"(French candied chestnuts), see note"
Creme chantilly,Creme chantilly,,,,
1/4 cup warm water,water,0.25,cup,warm ,
2 1/4-ounce packages unflavored gelatin,unflavored gelatin,2 0.25,package ounce,,
"1 cup creme de marron (French chestnut puree), see note",creme de marron,1,cup,,"(French chestnut puree), see note"
Pinch of salt,salt,,pinch,,of
"1 vanilla bean, split in half",vanilla bean,1,,,split in half
10 egg yolks,egg yolks,10,,,
1 1/4 cup sugar,sugar,1.25,cup,,
3 cups milk,milk,3,cup,,
"12 to 16 ladyfingers, store-bought",ladyfingers,12-16,,,store-bought
1 can (16 ounces) pears in syrup,pears,1 16,can ounce,,() in syrup
2 tablespoons dark rum,dark rum,2,tablespoon,,
Powdered sugar,powdered sugar,,,,
2 tablespoons water,water,2,tablespoon,,
1/2 teaspoon vanilla extract,vanilla extract,0.5,teaspoon,,
1/4 cup sugar,sugar,0.25,cup,,
Pinch of salt,salt,,pinch,,of
"1 1/4-ounce package, plus 1 teaspoon, unflavored gelatin",unflavored gelatin,1 0.25,package ounce,,plus 1 teaspoon
Pinch of salt,salt,,pinch,,of
"1 vanilla bean, split in half",vanilla bean,1,,,split in half
1 1/2 cup milk,milk,1.5,cup,,
3/4 cup sugar,sugar,0.75,cup,,
5 egg yolks,egg yolks,5,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,to taste
"1 to 2 cups chicken stock, preferably homemade",chicken stock,1-2,cup,,preferably homemade
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
"1 pound chestnuts, peeled",chestnuts,1,pound,peeled,
2 pounds brussels sprouts,brussels sprouts,2,pound,,
"1 lemon, halved",lemon,1,,halved,
1 8- to 10-pound goose,goose,1 8-10,pound,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,to taste
1 cup white bread crumbs,white bread crumbs,1,cup,,
"1 pound cooking apples, peeled, cored and chopped",cooking apples,1,pound,"peeled, cored and chopped",
Dash sage,sage,,dash,,
1/4 teaspoon thyme,thyme,0.25,teaspoon,,
"4 tablespoons parsley, chopped",parsley,4,tablespoon,chopped,
"6 stalks celery, chopped",celery,6,stalk,chopped,
"2 cloves garlic, minced",garlic,2,clove,minced,
"1 medium onion, chopped",onion,1,medium,chopped,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
1 cup port or madeira,port,1,cup,,or madeira
"1 pound prunes, pitted",prunes,1,pound,pitted,
Lemon juice to taste,Lemon juice,,,,to taste
Coarse salt to taste,Coarse salt,,,,to taste
1/2 teaspoon powdered ginger,powdered ginger,0.5,teaspoon,,
Cayenne pepper to taste,Cayenne pepper,,,,to taste
Dash freshly grated nutmeg,nutmeg,,dash,freshly grated,
1 teaspoon ground mace,ground mace,1,teaspoon,,
"1 clove garlic, crushed",garlic,1,clove,crushed,
"1 pound small shrimp, shelled",small shrimp,1,pound,shelled,
1/2 pound unsalted butter,unsalted butter,0.5,pound,,
"1 medium-size red onion, about 1/2 pound, cut into thin rings",red onion,1 0.5,medium-size pound,cut into thin rings,about
"2 medium-size tomatoes, about 3/4 pound, cored and cut into small wedges",tomatoes,2 0.75,medium-size pound,cored and cut into small wedges,about
"1 whole cucumber, about 1/2 pound, peeled and cut into thin rounds",whole cucumber,1 0.5,pound,peeled and cut into thin rounds,about
"1 cup coarsely chopped, trimmed scallions, green part and all",scallions,1,cup,"coarsely chopped, trimmed",green part and all
"8 cups reasonably packed romaine lettuce leaves broken into fairly large, bite-size pieces",romaine lettuce leaves,8,cup,"broken into fairly large, bite-size piece",reasonably packed
1/2 teaspoon dried hot red-pepper flakes,dried hot red-pepper flakes,0.5,teaspoon,,
8 sprigs fresh coriander with stems and leaves,fresh coriander,8,sprig,,with stems and leaves
1 tablespoon finely minced garlic,garlic,1,tablespoon,finely minced,
1/2 cup fish sauce,fish sauce,0.5,cup,,
1 cup freshly squeezed lime juice,lime juice,1,cup,freshly squeezed,
"2 tablespoons corn, peanut or vegetable oil","corn, peanut or vegetable oil",2,tablespoon,,
"1/2 pound lean, tender beef, preferably fillet of beef","lean, tender beef",0.5,pound,,preferably fillet of beef
"2 pounds pears (or apples), peeled, cored and sliced",pears,2,pound,"peeled, cored and sliced",(or apples)
"1 tablespoon vinegar (sherry, Champagne or white wine vinegar)",vinegar,1,tablespoon,,"(sherry, Champagne or white wine vinegar)"
"2 cups not-too-dry white wine, like gewürztraminer or riesling",not-too-dry dry white wine,2,cup,,like gewürztraminer or riesling
1/2 pound dried pears or apples,dried pears or apples,0.5,pound,,
A few thyme sprigs,thyme,few,sprig,,A
4 bay leaves,bay leaves,4,,,
"2 large onions, roughly chopped",onions,2,large,roughly chopped,
"1/2 cup diced bacon or pancetta, optional",bacon or pancetta,0.5,cup,diced,optional
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
"1 goose, cut into serving pieces, excess fat removed",goose,1,,"cut into serving piece, excess fat removed",
8 tablespoons unsalted butter,unsalted butter,8,tablespoon,,
1/8 teaspoon vanilla extract,vanilla extract,0.125,teaspoon,,
1/2 cup milk,milk,0.5,cup,,
1/2 cup all-purpose flour,all-purpose flour,0.5,cup,,
3 large eggs,eggs,3,large,,
1/2 teaspoon ground cinnamon,ground cinnamon,0.5,teaspoon,,
Scant 1/2 cup sugar plus 1 1/2 tablespoons sugar,sugar,0.5,scant cup,,plus 1.5 tablespoon sugar
1 large Granny Smith apple,Granny Smith apple,1,large,,
1 teaspoon garam masala (optional),garam masala,1,teaspoon,,(optional)
2 pinches cayenne,cayenne,2,pinch,,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,
2 teaspoons salt,salt,2,teaspoon,,
"2 onions, halved and thinly sliced crosswise",onions,2,,halved and thinly sliced crosswise,
2 teaspoons sesame seeds,sesame seeds,2,teaspoon,,
1 tablespoon cumin or caraway seeds,cumin or caraway seeds,1,tablespoon,,
6 tablespoons vegetable oil,vegetable oil,6,tablespoon,,
1 large head green cabbage,green cabbage,1,large head,,
"2 cloves garlic, crushed",garlic,2,clove,crushed,
1/4 cup olive oil,olive oil,0.25,cup,,
"4 pounds chard, red or green",red or green chard,4,pound,,
Salt and pepper,Salt and pepper,,,,
"2 teaspoons black or mixed peppercorns, bruised; more for garnish",black or mixed peppercorns,2,teaspoon,bruised,; more for garnish
1 tablespoon sugar,sugar,1,tablespoon,,
1/2 teaspoon red pepper flakes,red pepper flakes,0.5,teaspoon,,
4 thyme sprigs,thyme,4,sprig,,
2 bay leaves,bay leaves,2,,,
1 1/2 cups white wine vinegar,white wine vinegar,1.5,cup,,
"2 large red onions, peeled and sliced into thick rings, rings separated",red onions,2,large,"peeled and sliced into thick rings, rings separated",
Salt and pepper,Salt and pepper,,,,
"2 teaspoons fresh thyme leaves, plus more for garnish",fresh thyme leaves,2,teaspoon,,plus more for garnish
"2 shallots, diced",shallots,2,,diced,
3 tablespoons butter,butter,3,tablespoon,,
40 radishes (green tops optional),radishes,40,,,(green tops optional)
"4 medium-size garlic cloves, minced",garlic,4,medium-size clove,minced,
"1/4 cup minced fresh ginger (about 6 inches ginger root, peeled)",fresh ginger,0.25,cup,minced ,"(about 6 inches ginger root, peeled)"
4 tablespoons vegetable oil,vegetable oil,4,tablespoon,,
"2 1/2 pounds string beans (French-style slim haricots verts work especially well), trimmed",string beans,2.5,pound,trimmed,(French-style slim haricots verts work especially well)
Salt,Salt,,,,
Salt and pepper to taste,Salt and pepper,,,,to taste
1/4 cup dry white wine or vermouth,dry white wine or vermouth,0.25,cup,,
"2 tablespoons black mustard seeds, cumin seeds, or poppy seeds","black mustard seeds, cumin seeds, or poppy seeds",2,tablespoon,,
"3 garlic cloves, minced",garlic,3,clove,minced,
2 tablespoons butter,butter,2,tablespoon,,
2 tablespoons olive oil,olive oil,2,tablespoon,,
2 to 3 pounds brussels sprouts,brussels sprouts,2-3,pound,,
Grated zest of 1 lemon,lemon,1,,Grated zest,of
"2 tablespoons freshly squeezed lemon juice, more to taste",lemon juice,2,tablespoon,freshly squeezed,more to taste
Flour for dredging,Flour,,,,for dredging
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
"1 clove garlic, minced",garlic,1,clove,minced,
1/2 pound chanterelles,chanterelles,0.5,pound,,
3 tablespoons creme fraiche,creme fraiche,3,tablespoon,,
2 tablespoons fresh tarragon (if available),fresh tarragon,2,tablespoon,,(if available)
2 tablespoons chopped parsley,parsley,2,tablespoon,chopped,
"1 medium-size orange, peeled and sectioned",orange,1,medium-size,peeled and sectioned,
1/3 cup chopped red onion,red onion,0.333,cup,chopped,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
2 tablespoons red-wine vinegar,red-wine vinegar,2,tablespoon,,
1/3 cup olive or vegetable or corn oil,olive or vegetable or corn oil,0.333,cup,,
2 teaspoons Dijon-style mustard,Dijon-style mustard,2,teaspoon,,
2 endives,endives,2,,,
4 tablespoons grated Parmesan or pecorino cheese,Parmesan or pecorino cheese,4,tablespoon,grated,
"1 bunch watercress, washed and drained",watercress,1,bunch,washed and drained,
4 tablespoons coarsely chopped Italian parsley,Italian parsley,4,tablespoon,coarsely chopped,
"1/8 teaspoon red hot pepper flakes, optional",red hot pepper flakes,0.125,teaspoon,,optional
3/4 cup heavy cream,heavy cream,0.75,cup,,
2 teaspoons chopped fresh oregano or 1 teaspoon dried,fresh oregano,2,teaspoon,chopped,or 1 teaspoon dried
2 teaspoons chopped fresh rosemary or 1 teaspoon dried,fresh rosemary,2,teaspoon,chopped,or 1 teaspoon dried
"3 red ripe tomatoes, about 1 pound, peeled and cut into 1/2-inch cubes",red ripe tomatoes,3 1,pound,peeled and cut into 0.5-inch cubes,about
1 tablespoon finely chopped garlic,garlic,1,tablespoon,finely chopped,
2 tablespoons olive oil,olive oil,2,tablespoon,,
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
Salt to taste,Salt,,,,to taste
3/4 pound cut ziti,ziti,0.75,pound,cut,
"1 bunch broccoli, about 1 1/4 pounds",broccoli,1 1.25,bunch pound,,about 
"2 skinless boneless chicken breasts, about 1 pound",skinless boneless chicken breasts,2 1,pound,,about
2 tablespoons Parmesan cheese,Parmesan cheese,2,tablespoon,,
1/2 teaspoon freshly ground black pepper,black pepper,0.5,teaspoon,freshly ground ,
3/4 teaspoon salt,salt,0.75,teaspoon,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,
2 tablespoons olive oil,olive oil,2,tablespoon,,
1 butternut squash (about 3 pounds),butternut squash,1 3,pound,,(about)
2 tablespoons chopped parsley,parsley,2,tablespoon,chopped,
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
1 teaspoon salt,salt,1,teaspoon,,
1 1/2 tablespoons unsalted butter,unsalted butter,1.5,tablespoon,,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,
2 ounces (1 can) flat anchovy fillets,flat anchovy fillets,2 1,ounce can,,()
"1 whole (double) turkey breast (see note), including the wings, about 5 pounds; or 6 boneless turkey steaks; or 2 to 2 1/4 pounds of other turkey meat",whole turkey breast,1 5,pound,,"(double) (see note), including the wings, about; or 6 boneless turkey steaks; or 2-2.25 pound of other turkey meat"
"1/3 cup salted pistachio nuts, coarsely ground",salted pistachio nuts,0.333,cup,coarsely ground,
Sea salt,Sea salt,,,,
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
1/3 cup chopped mint,mint,0.333,cup,chopped,
"1/2 cup finely sliced celery hearts, with leaves",celery hearts,0.5,cup,finely sliced ,with leaves
1 teaspoon toasted and ground cumin seeds,cumin seeds,1,teaspoon,toasted and ground ,
1 teaspoon toasted and ground coriander seeds,coriander seeds,1,teaspoon,toasted and ground ,
"1/2 cup grated Pecorino Romano, preferably Fulvi",Pecorino Romano,0.5,cup,grated,preferably Fulvi
Grated zest of 1 lemon,lemon,1,,Grated zest,of
1 tablespoon lemon juice,lemon juice,1,tablespoon,,
"1/2 cup goat cheese (chévre), (4 ounces), softened",goat cheese,0.5 4,cup ounce,softened,"(chévre), ()"
"1 cup cream cheese (8 ounces), softened",cream cheese,1 8,cup ounce,softened,()
1 nutmeg,nutmeg,1,,,
Pinch sea salt,sea salt,,pinch,,
6 fresh egg whites,fresh egg whites,6,,,
1 cup cream,cream,1,cup,,
1 1/2 cups milk,milk,1.5,cup,,
2 cups good quality bourbon,bourbon,2,cup,,good quality
6 fresh egg yolks,fresh egg yolks,6,,,
1 cup confectioners' sugar,confectioners' sugar,1,cup,,
"1/3 cup Armagnac, bourbon or whiskey","Armagnac, bourbon or whiskey",0.333,cup,,
White corn syrup,White corn syrup,,,,
2 cups shelled walnuts,walnuts,2,cup,shelled,
2 1/2 cups shelled pecans,pecans,2.5,cup,shelled,
1 cup shelled almonds,almonds,1,cup,shelled,
2 cups shelled salted pistachios,salted pistachios,2,cup,shelled,
2 teaspoons almond extract,almond extract,2,teaspoon,,
1 cup granulated sugar,granulated sugar,1,cup,,
4 eggs,eggs,4,,,
1/2 teaspoon kosher salt,kosher salt,0.5,teaspoon,,
2 teaspoons double acting baking powder,baking powder,2,teaspoon,,double acting
