input,name,quantity,unit,size,preparation,comment,purpose
1 1/2 large bunches flat-leaf parsley,flat-leaf parsley,1#1$2,large bunch,,,,
Sea salt and freshly ground black pepper,Sea salt and black pepper,,,,freshly ground,,
30 or more basil leaves,basil leaf,30,,,,or more,
6 cups chicken or vegetable stock,chicken or vegetable stock,6,cup,,,,
"8 ounces stale Italian or sourdough bread, torn into 1-inch pieces",stale Italian or sourdough bread,8,ounce,,torn into 1 inch piece,,
1 2-pound-3-ounce can best-quality Italian tomatoes,best-quality Italian tomatoes,1 2 3,pound ounce can,,,,
"4 large cloves garlic, crushed",garlic,4,large clove,,crushed,,
"4 tablespoons extra virgin olive oil, plus additional oil for topping (optional)",extra virgin olive oil,4,tablespoon,,,plus additional oil for topping optional,
1 tablespoon olive oil,olive oil,1,tablespoon,,,,
2 tablespoons fresh coriander leaves plus 4 coriander sprigs,fresh coriander leaf,2,tablespoon,,,plus 4 coriander sprig,
"2 jalapeno or serrano chilies, seeded and minced",jalapeno or serrano chilies,2,,,seeded and minced,,
"1 small red onion, finely diced",red onion,1,,small,finely diced,,
4 tablespoons lime juice,lime juice,4,tablespoon,,,,
"3 small ripe avocados, skinned and pitted",ripe avocados,3,,small,skinned and pitted,,
Salt and freshly ground black pepper,Salt and black pepper,,,,freshly ground,,
1/2 cup coarsely grated Parmigiano-Reggiano,Parmigiano-Reggiano,#1$2,cup,,coarsely grated,,
4 tablespoons unsalted butter,unsalted butter,4,tablespoon,,,,
1 1/2 cups instant polenta,instant polenta,1#1$2,cup,,,,
1 tablespoon sesame paste (tahini),sesame paste tahini,1,tablespoon,,,,
"2 garlic cloves, peeled and crushed",garlic,2,clove,,peeled and crushed,,
1 1/2 teaspoons ground cumin,ground cumin,1#1$2,teaspoon,,,,
Salt and freshly ground black pepper,Salt and black pepper,,,,freshly ground,,
Juice of 1 large lemon,lemon,1,,large,Juice of,,
1 cup extra-virgin olive oil,extra-virgin olive oil,1,cup,,,,
"2 1 1/2-pound eggplants, peeled and diced",eggplants,2 1#1$2,pound,,peeled and diced,,
"1 tablespoon, plus 1 teaspoon, confectioners' sugar",confectioners' sugar,1 1,tablespoon teaspoon,,,plus,
2 medium egg yolks,egg yolks,2,,medium,,,
6 tablespoons whole milk,whole milk,6,tablespoon,,,,
"4 1/2 ounces bittersweet chocolate, chopped",bittersweet chocolate,4#1$2,ounce,,chopped,,
"Half a vanilla bean, split lengthwise, seeds scraped",vanilla bean,Half,,,split lengthwise seeds scraped,a,
3/4 cup heavy cream,heavy cream,#3$4,cup,,,,
"1 small bunch of watercress, to garnish (optional)",watercress,1,small bunch,,,of optional,to garnish
"Salt, as needed",Salt,,,,,as needed,
Juice of 1 lemon,lemon,1,,,Juice of,,
1 2/3 cups white wine,white wine,1#2$3,cup,,,,
Freshly ground black pepper,black pepper,,,,Freshly ground,,
"6 tablespoons butter, softened",butter,6,tablespoon,,softened,,
1 bunch rosemary,rosemary,1,bunch,,,,
"20 anchovy fillets in oil, drained",anchovy fillets in oil,20,,,drained,,
"4 large garlic cloves, peeled and sliced lengthwise into thirds",garlic,4,large clove,,peeled and sliced lengthwise into thirds,,
1 4-pound bone-in leg of lamb,bone-in leg of lamb,1 4,pound,,,,
Splash of Champagne (optional),Champagne,,Splash,,,of optional,
6 tablespoons chopped mint plus 6 sprigs mint for serving,mint,6,tablespoon,,chopped,plus 6 sprig mint for serving,
6 cups freshly squeezed tangerine juice,tangerine juice,6,cup,,freshly squeezed,,
"4 dried figs, quartered",dried figs,4,,,quartered,,
"8 dried Turkish apricots, cut in half",dried Turkish apricots,8,,,cut in half,,
1 firm tart apple,firm tart apple,1,,,,,
3 firm Bosc pears,firm Bosc pears,3,,,,,
"2 2-inch long pieces lemon zest (peeled with a vegetable peeler), preferably Meyer lemons",lemon zest,2,piece,2 inch long,peeled with a vegetable peeler,preferably Meyer lemons,
3 star anise,star anise,3,,,,,
"1 plump vanilla bean, split in half lengthwise",plump vanilla bean,1,,,split in half lengthwise,,
1 1/4 cup sugar,sugar,1#1$4,cup,,,,
1/4 cup coarsely chopped toasted almonds,almonds,#1$4,cup,,coarsely chopped toasted,,
1/4 teaspoon almond extract,almond extract,#1$4,teaspoon,,,,
1 cup milk,milk,1,cup,,,,
1/4 cup mascarpone cheese,mascarpone cheese,#1$4,cup,,,,
1 tablespoon peeled and minced ginger,ginger,1,tablespoon,,peeled and minced,,
"1/2 cup minced cilantro leaves, plus more for garnish",cilantro leaf,#1$2,cup,,minced,plus more for garnish,
"1 fresh or dried hot red chile, minced, or 1/4 teaspoon cayenne, or to taste",fresh or dried hot red chile,1,,,minced,or #1$4 teaspoon cayenne or to taste,
Freshly ground black pepper to taste,black pepper,,,,Freshly ground,to taste,
2 tablespoons peanut or other oil,peanut or other oil,2,tablespoon,,,,
Lime wedges,Lime wedge,,,,,,
3/4 cup plus 2 tablespoons sugar,sugar,#3$4 2,cup tablespoon,,,plus,
1/4 teaspoon salt,salt,#1$4,teaspoon,,,,
6 tablespoons butter,butter,6,tablespoon,,,,
8 eggs,eggs,8,,,,,
Salt to taste,Salt,,,,,to taste,
"1 1/2 pounds fillet of cod or other mild, delicate white fish",fillet of cod or other mild delicate white fish,1#1$2,pound,,,,
1 baking potato weighing about 1/2 pound,baking potato,1 #1$2,pound,,,weighing about,
Plain yogurt for serving,Plain yogurt,,,,,,for serving
3/4 cup diced mango for serving,mango,#3$4,cup,,diced,,for serving
3/4 cup diced pineapple or sliced strawberries for serving,pineapple or sliced strawberries,#3$4,cup,,diced,,for serving
2 tablespoons pomegranate seeds,pomegranate seeds,2,tablespoon,,,,
2 star fruits,star fruits,2,,,,,
"2 bananas, peeled and sliced",bananas,2,,,peeled and sliced,,
2 cups pure pomegranate juice (see note),pure pomegranate juice,2,cup,,,see note,
9 sheets (3/4 ounce) leaf gelatin (see note),leaf gelatin,9 #3$4,sheet ounce,,,see note,
1 3/4 ounces (about 1 1/4 cups) dried hibiscus flowers (see note),dried hibiscus flowers,1#3$4 1#1$4,ounce cup,,,about see note,
1 1/4 cups sugar,sugar,1#1$4,cup,,,,
2 cups bottled water,bottled water,2,cup,,,,
1 teaspoon vanilla extract,vanilla extract,1,teaspoon,,,,
3 tablespoons confectioners' sugar,confectioners' sugar,3,tablespoon,,,,
1 cup heavy cream,heavy cream,1,cup,,,,
2 tablespoons Grand Marnier,Grand Marnier,2,tablespoon,,,,
1 1/2 cups blueberries,blueberries,1#1$2,cup,,,,
Creme chantilly,Creme chantilly,,,,,,
4 tablespoons melted butter for brushing,butter,4,tablespoon,,melted,,for brushing
2 teaspoons vanilla extract,vanilla extract,2,teaspoon,,,,
"4 tablespoons sweet butter, melted",sweet butter,4,tablespoon,,melted,,
1/2 cup cold water,cold water,#1$2,cup,,,,
Pinch of salt,salt,,Pinch,,,of,
2 cups low-fat milk,low-fat milk,2,cup,,,,
1/4 cup sugar,sugar,#1$4,cup,,,,
4 eggs,eggs,4,,,,,
2 cups fresh raspberries or strawberries,fresh raspberries or strawberries,2,cup,,,,
2 tablespoons Cognac,Cognac,2,tablespoon,,,,
28 to 32 store-bought ladyfingers,store-bought ladyfingers,28-32,,,,,
"1/2 cup chopped marron glace (French candied chestnuts), see note",marron glace,#1$2,cup,,chopped,French candied chestnuts see note,
Creme chantilly,Creme chantilly,,,,,,
1/4 cup warm water,warm water,#1$4,cup,,,,
2 1/4-ounce packages unflavored gelatin,unflavored gelatin,,ounce package,,,,
"1 cup creme de marron (French chestnut puree), see note",creme de marron,1,cup,,,French chestnut puree see note,
Pinch of salt,salt,,Pinch,,,of,
"1 vanilla bean, split in half",vanilla bean,1,,,split in half,,
10 egg yolks,egg yolks,10,,,,,
1 1/4 cup sugar,sugar,1#1$4,cup,,,,
3 cups milk,milk,3,cup,,,,
"12 to 16 ladyfingers, store-bought",ladyfingers,12-16,,,,store-bought,
1 can (16 ounces) pears in syrup,pears in syrup,1 16,can ounce,,,,
2 tablespoons dark rum,dark rum,2,tablespoon,,,,
Powdered sugar,Powdered sugar,,,,,,
2 tablespoons water,water,2,tablespoon,,,,
1/2 teaspoon vanilla extract,vanilla extract,#1$2,teaspoon,,,,
1/4 cup sugar,sugar,#1$4,cup,,,,
Pinch of salt,salt,,Pinch,,,of,
"1 1/4-ounce package, plus 1 teaspoon, unflavored gelatin",unflavored gelatin,1,ounce package teaspoon,,,plus,
Pinch of salt,salt,,Pinch,,,of,
"1 vanilla bean, split in half",vanilla bean,1,,,split in half,,
1 1/2 cup milk,milk,1#1$2,cup,,,,
3/4 cup sugar,sugar,#3$4,cup,,,,
5 egg yolks,egg yolks,5,,,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and pepper,,,,freshly ground,to taste,
"1 to 2 cups chicken stock, preferably homemade",chicken stock,1-2,cup,,,preferably homemade,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
"1 pound chestnuts, peeled",chestnuts,1,pound,,peeled,,
2 pounds brussels sprouts,brussels sprouts,2,pound,,,,
"1 lemon, halved",lemon,1,,,halved,,
1 8- to 10-pound goose,goose,1 8-10,pound,,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and pepper,,,,freshly ground,to taste,
1 cup white bread crumbs,white bread crumbs,1,cup,,,,
"1 pound cooking apples, peeled, cored and chopped",cooking apples,1,pound,,peeled cored and chopped,,
Dash sage,sage,,Dash,,,,
1/4 teaspoon thyme,thyme,#1$4,teaspoon,,,,
"4 tablespoons parsley, chopped",parsley,4,tablespoon,,chopped,,
"6 stalks celery, chopped",celery,6,stalk,,chopped,,
"2 cloves garlic, minced",garlic,2,clove,,minced,,
"1 medium onion, chopped",onion,1,,medium,chopped,,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
1 cup port or madeira,port or madeira,1,cup,,,,
"1 pound prunes, pitted",prunes,1,pound,,pitted,,
Lemon juice to taste,Lemon juice,,,,,to taste,
Coarse salt to taste,Coarse salt,,,,,to taste,
1/2 teaspoon powdered ginger,powdered ginger,#1$2,teaspoon,,,,
Cayenne pepper to taste,Cayenne pepper,,,,,to taste,
Dash freshly grated nutmeg,nutmeg,,Dash,,freshly grated,,
1 teaspoon ground mace,ground mace,1,teaspoon,,,,
"1 clove garlic, crushed",garlic,1,clove,,crushed,,
"1 pound small shrimp, shelled",shrimp,1,pound,small,shelled,,
1/2 pound unsalted butter,unsalted butter,#1$2,pound,,,,
"1 medium-size red onion, about 1/2 pound, cut into thin rings",red onion,1 #1$2,pound,medium-size,cut into thin rings,about,
"2 medium-size tomatoes, about 3/4 pound, cored and cut into small wedges",tomatoes,2 #3$4,pound,medium-size,cored and cut into small wedge,about,
"1 whole cucumber, about 1/2 pound, peeled and cut into thin rounds",whole cucumber,1 #1$2,pound,,peeled and cut into thin rounds,about,
"1 cup coarsely chopped, trimmed scallions, green part and all",scallions,1,cup,,coarsely chopped trimmed,green part and all,
"8 cups reasonably packed romaine lettuce leaves broken into fairly large, bite-size pieces",romaine lettuce leaf,8,cup,,broken into fairly large bite-size piece,reasonably packed,
1/2 teaspoon dried hot red-pepper flakes,dried hot red-pepper flakes,#1$2,teaspoon,,,,
8 sprigs fresh coriander with stems and leaves,fresh coriander,8,sprig,,,with stem and leaf,
1 tablespoon finely minced garlic,garlic,1,tablespoon,,finely minced,,
1/2 cup fish sauce,fish sauce,#1$2,cup,,,,
1 cup freshly squeezed lime juice,lime juice,1,cup,,freshly squeezed,,
"2 tablespoons corn, peanut or vegetable oil",corn peanut or vegetable oil,2,tablespoon,,,,
"1/2 pound lean, tender beef, preferably fillet of beef",lean tender beef,#1$2,pound,,,preferably fillet of beef,
"2 pounds pears (or apples), peeled, cored and sliced",pears or apples,2,pound,,peeled cored and sliced,,
"1 tablespoon vinegar (sherry, Champagne or white wine vinegar)",vinegar,1,tablespoon,,,sherry Champagne or white wine vinegar,
"2 cups not-too-dry white wine, like gewürztraminer or riesling",not-too-dry white wine,2,cup,,,like gewürztraminer or riesling,
1/2 pound dried pears or apples,dried pears or apples,#1$2,pound,,,,
A few thyme sprigs,thyme,few,sprig,,,A,
4 bay leaves,bay leaf,4,,,,,
"2 large onions, roughly chopped",onions,2,,large,roughly chopped,,
"1/2 cup diced bacon or pancetta, optional",bacon or pancetta,#1$2,cup,,diced,optional,
Salt and freshly ground pepper,Salt and pepper,,,,freshly ground,,
"1 goose, cut into serving pieces, excess fat removed",goose,1,,,cut into serving piece excess fat removed,,
8 tablespoons unsalted butter,unsalted butter,8,tablespoon,,,,
1/8 teaspoon vanilla extract,vanilla extract,#1$8,teaspoon,,,,
1/2 cup milk,milk,#1$2,cup,,,,
1/2 cup all-purpose flour,all-purpose flour,#1$2,cup,,,,
3 large eggs,eggs,3,,large,,,
1/2 teaspoon ground cinnamon,ground cinnamon,#1$2,teaspoon,,,,
Scant 1/2 cup sugar plus 1 1/2 tablespoons sugar,sugar sugar,#1$2,Scant cup,,,plus 1#1$2 tablespoon,
1 large Granny Smith apple,Granny Smith apple,1,,large,,,
1 teaspoon garam masala (optional),garam masala,1,teaspoon,,,optional,
2 pinches cayenne,cayenne,2,pinch,,,,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,,,
2 teaspoons salt,salt,2,teaspoon,,,,
"2 onions, halved and thinly sliced crosswise",onions,2,,,halved and thinly sliced crosswise,,
2 teaspoons sesame seeds,sesame seeds,2,teaspoon,,,,
1 tablespoon cumin or caraway seeds,cumin or caraway seeds,1,tablespoon,,,,
6 tablespoons vegetable oil,vegetable oil,6,tablespoon,,,,
1 large head green cabbage,green cabbage,1,large head,,,,
"2 cloves garlic, crushed",garlic,2,clove,,crushed,,
1/4 cup olive oil,olive oil,#1$4,cup,,,,
"4 pounds chard, red or green",chard red or green,4,pound,,,,
Salt and pepper,Salt and pepper,,,,,,
"2 teaspoons black or mixed peppercorns, bruised; more for garnish",black or mixed peppercorns,2,teaspoon,,bruised,more for garnish,
1 tablespoon sugar,sugar,1,tablespoon,,,,
1/2 teaspoon red pepper flakes,red pepper flakes,#1$2,teaspoon,,,,
4 thyme sprigs,thyme,4,sprig,,,,
2 bay leaves,bay leaf,2,,,,,
1 1/2 cups white wine vinegar,white wine vinegar,1#1$2,cup,,,,
"2 large red onions, peeled and sliced into thick rings, rings separated",red onions,2,,large,peeled and sliced into thick rings rings separated,,
Salt and pepper,Salt and pepper,,,,,,
"2 teaspoons fresh thyme leaves, plus more for garnish",fresh thyme leaf,2,teaspoon,,,plus more for garnish,
"2 shallots, diced",shallots,2,,,diced,,
3 tablespoons butter,butter,3,tablespoon,,,,
40 radishes (green tops optional),radishes,40,,,,green tops optional,
"4 medium-size garlic cloves, minced",garlic,4,medium-size clove,,minced,,
"1/4 cup minced fresh ginger (about 6 inches ginger root, peeled)",fresh ginger,#1$4,cup,,minced,about 6 inches ginger root peeled,
4 tablespoons vegetable oil,vegetable oil,4,tablespoon,,,,
"2 1/2 pounds string beans (French-style slim haricots verts work especially well), trimmed",string beans,2#1$2,pound,,trimmed,French-style slim haricots verts work especially well,
Salt,Salt,,,,,,
Salt and pepper to taste,Salt and pepper,,,,,to taste,
1/4 cup dry white wine or vermouth,dry white wine or vermouth,#1$4,cup,,,,
"2 tablespoons black mustard seeds, cumin seeds, or poppy seeds",black mustard seeds cumin seeds or poppy seeds,2,tablespoon,,,,
"3 garlic cloves, minced",garlic,3,clove,,minced,,
2 tablespoons butter,butter,2,tablespoon,,,,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
2 to 3 pounds brussels sprouts,brussels sprouts,2-3,pound,,,,
Grated zest of 1 lemon,lemon,1,,,Grated zest of,,
"2 tablespoons freshly squeezed lemon juice, more to taste",lemon juice,2,tablespoon,,freshly squeezed,more to taste,
Flour for dredging,Flour,,,,,,for dredging
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
"1 clove garlic, minced",garlic,1,clove,,minced,,
1/2 pound chanterelles,chanterelles,#1$2,pound,,,,
3 tablespoons creme fraiche,creme fraiche,3,tablespoon,,,,
2 tablespoons fresh tarragon (if available),fresh tarragon,2,tablespoon,,,if available,
2 tablespoons chopped parsley,parsley,2,tablespoon,,chopped,,
"1 medium-size orange, peeled and sectioned",orange,1,,medium-size,peeled and sectioned,,
1/3 cup chopped red onion,red onion,#1$3,cup,,chopped,,
Salt and freshly ground pepper to taste,Salt and pepper,,,,freshly ground,to taste,
2 tablespoons red-wine vinegar,red-wine vinegar,2,tablespoon,,,,
1/3 cup olive or vegetable or corn oil,olive or vegetable or corn oil,#1$3,cup,,,,
2 teaspoons Dijon-style mustard,Dijon-style mustard,2,teaspoon,,,,
2 endives,endives,2,,,,,
4 tablespoons grated Parmesan or pecorino cheese,Parmesan or pecorino cheese,4,tablespoon,,grated,,
"1 bunch watercress, washed and drained",watercress,1,bunch,,washed and drained,,
4 tablespoons coarsely chopped Italian parsley,Italian parsley,4,tablespoon,,coarsely chopped,,
"1/8 teaspoon red hot pepper flakes, optional",red hot pepper flakes,#1$8,teaspoon,,,optional,
3/4 cup heavy cream,heavy cream,#3$4,cup,,,,
2 teaspoons chopped fresh oregano or 1 teaspoon dried,fresh oregano,2,teaspoon,,chopped,or 1 teaspoon dried,
2 teaspoons chopped fresh rosemary or 1 teaspoon dried,fresh rosemary,2,teaspoon,,chopped,or 1 teaspoon dried,
"3 red ripe tomatoes, about 1 pound, peeled and cut into 1/2-inch cubes",red ripe tomatoes,3 1,pound,,peeled and cut into #1$2 inch cube,about,
1 tablespoon finely chopped garlic,garlic,1,tablespoon,,finely chopped,,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
Freshly ground pepper to taste,pepper,,,,Freshly ground,to taste,
Salt to taste,Salt,,,,,to taste,
3/4 pound cut ziti,ziti,#3$4,pound,,cut,,
"1 bunch broccoli, about 1 1/4 pounds",broccoli,1 1#1$4,bunch pound,,,about,
"2 skinless boneless chicken breasts, about 1 pound",skinless boneless chicken breasts,2 1,pound,,,about,
2 tablespoons Parmesan cheese,Parmesan cheese,2,tablespoon,,,,
1/2 teaspoon freshly ground black pepper,black pepper,#1$2,teaspoon,,freshly ground,,
3/4 teaspoon salt,salt,#3$4,teaspoon,,,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,,,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
1 butternut squash (about 3 pounds),butternut squash,1 3,pound,,,about,
2 tablespoons chopped parsley,parsley,2,tablespoon,,chopped,,
1/4 teaspoon freshly ground black pepper,black pepper,#1$4,teaspoon,,freshly ground,,
1 teaspoon salt,salt,1,teaspoon,,,,
1 1/2 tablespoons unsalted butter,unsalted butter,1#1$2,tablespoon,,,,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,,,
2 ounces (1 can) flat anchovy fillets,flat anchovy fillets,2 1,ounce can,,,,
"1 whole (double) turkey breast (see note), including the wings, about 5 pounds; or 6 boneless turkey steaks; or 2 to 2 1/4 pounds of other turkey meat",whole double turkey breast,1 5,pound,,including the wings,see note about or 6 boneless turkey steaks or 2-2#1$4 pound of other turkey meat,
"1/3 cup salted pistachio nuts, coarsely ground",salted pistachio nuts,#1$3,cup,,coarsely ground,,
Sea salt,Sea salt,,,,,,
1/4 teaspoon freshly ground black pepper,black pepper,#1$4,teaspoon,,freshly ground,,
1/3 cup chopped mint,mint,#1$3,cup,,chopped,,
"1/2 cup finely sliced celery hearts, with leaves",celery hearts with leaf,#1$2,cup,,finely sliced,,
1 teaspoon toasted and ground cumin seeds,cumin seeds,1,teaspoon,,toasted and ground,,
1 teaspoon toasted and ground coriander seeds,coriander seeds,1,teaspoon,,toasted and ground,,
"1/2 cup grated Pecorino Romano, preferably Fulvi",Pecorino Romano,#1$2,cup,,grated,preferably Fulvi,
Grated zest of 1 lemon,lemon,1,,,Grated zest of,,
1 tablespoon lemon juice,lemon juice,1,tablespoon,,,,
