input,name,quantity,unit,size,preparation,comment,purpose
"1 portion summer leaves (eg, rocket, sorrel, dandelion leaf, red chard leaf)",summer leaf,1,portion,,,eg rocket sorrel dandelion leaf red chard leaf,
fresh parsley sprigs,fresh parsley,,sprig,,,,
75g/2½oz coffee beans,coffee beans,75 2#1$2,g oz,,,,
"1 mango, peeled, stone removed and flesh cut into long slices",mango,1,,,peeled stone removed and flesh cut into long slice,,
50g/2oz dried apricots,dried apricots,50 2,g oz,,,,
115g/4oz fregola,fregola,115 4,g oz,,,,
"2 tsp cornflour, blended to a paste with a little water",cornflour,2,tsp,,blended to a paste with a little water,,
"½ tsp pink peppercorns, crushed",pink peppercorns,#1$2,tsp,,crushed,,
165g/5¾oz sugar,sugar,165 5#3$4,g oz,,,,
"1 portobello mushroom, chopped",portobello mushroom,1,,,chopped,,
"¼ scotch bonnet chilli, finely chopped",scotch bonnet chilli,#1$4,,,finely chopped,,
400g/14oz Sardinian gnocchetti (or pasta of your choice),Sardinian gnocchetti,400 14,g oz,,,or pasta of your choice,
250ml/9fl oz red wine vinegar,red wine vinegar,250 9,ml fl oz,,,,
12 tsp sunflower oil,sunflower oil,12,tsp,,,,
2-3 lemon wedges,lemon wedge,2-3,,,,,
"1kg/2lb 4oz broad beans (pre-shelled weight), shelled",broad beans,1 2 4,kg lb oz,,shelled,pre-shelled weight,
"½ baguette, sliced along one side and pulled apart",baguette,#1$2,,,sliced along one side and pulled apart,,
75ml/2½fl oz chicken stock,chicken stock,75 2#1$2,ml fl oz,,,,
600ml/1 pint veal jus,veal jus,600 1,ml pint,,,,
"55g/2oz Somerset goats' cheese, cubed",Somerset goats' cheese,55 2,g oz,,cubed,,
"1 large red onion, cut into thick wedges",red onion,1,,large,cut into thick wedge,,
10 drops Tabasco,Tabasco,10,drop,,,,
150g/6oz salted butter,salted butter,150 6,g oz,,,,
"1 mango, chopped",mango,1,,,chopped,,
1 tsp bicarbonate soda,bicarbonate soda,1,tsp,,,,
1 glass of water,water,1,glass,,,of,
750ml/1 pint 7fl oz boiling water mixed with 3 tsp vegetable stock powder,boiling water,750 1 7,ml pint fl oz,,mixed with 3 tsp vegetable stock powder,,
85g/3oz ready-rolled puff pastry,ready-rolled puff pastry,85 3,g oz,,,,
4 tbsp muscovado sugar,muscovado sugar,4,tbsp,,,,
vegetable oil or ghee for cooking,vegetable oil or ghee,,,,,,for cooking
"450g/16oz potatoes, diced",potatoes,450 16,g oz,,diced,,
140g/5oz flour,flour,140 5,g oz,,,,
"1 tangerine, segmented",tangerine,1,,,segmented,,
pinch bouillon powder,bouillon powder,,pinch,,,,
"3 tsp capers, rinsed and chopped",capers,3,tsp,,rinsed and chopped,,
leftover roast chicken,leftover roast chicken,,,,,,
1 sprig fresh sage,fresh sage,1,sprig,,,,
"400g/14oz dark chocolate, about 60% cocoa solids, broken into pieces",dark chocolate,400 14,g oz,,broken into piece,about 60% cocoa solids,
cherry tomatoes on the vine,cherry tomatoes on the vine,,,,,,
"½ lime, juice only, plus extra to serve",lime,#1$2,,,,juice only plus extra to serve,
"30 strawberries, hulled, thinly sliced",strawberries,30,,,hulled thinly sliced,,
"1kg/2lb 3oz lamb neck fillet, cut into large chunks",lamb neck fillet,1 2 3,kg lb oz,,cut into large chunk,,
100ml/3½fl oz lager,lager,100 3#1$2,ml fl oz,,,,
100g/3½oz bacon lardons,bacon lardons,100 3#1$2,g oz,,,,
120ml/4fl oz semi-skimmed milk,semi-skimmed milk,120 4,ml fl oz,,,,
"4 hand-dived scallops in their shells, meat removed and cleaned",hand-dived scallops,4,,,in their shells meat removed and cleaned,,
"3 baby artichokes, cut in half through the root",baby artichokes,3,,,cut in half through the root,,
175g/6oz streaky bacon,streaky bacon,175 6,g oz,,,,
pinch madras curry powder,madras curry powder,,pinch,,,,
150ml/½ pint red wine,red wine,150 #1$2,ml pint,,,,
425ml/15fl oz chicken or beef stock,chicken or beef stock,425 15,ml fl oz,,,,
"150g/5½oz fresh pasta, cooked according to packet instructions",fresh pasta,150 5#1$2,g oz,,cooked according to packet instructions,,
200g/7oz smoked bacon lardons,smoked bacon lardons,200 7,g oz,,,,
1 tsp poppy seeds,poppy seeds,1,tsp,,,,
"85g/3oz taleggio cheese, sliced",taleggio cheese,85 3,g oz,,sliced,,
"50g/2oz calamari strips, cleaned",calamari strip,50 2,g oz,,cleaned,,
"bunch of fresh thyme, leaves picked",fresh thyme,,bunch,,leaf picked,of,
"4 halibut fillets, skin removed and pin-boned, each cut into 4 pieces",halibut fillets,4,,,skin removed and pin-boned each cut into 4 piece,,
"1 tbsp olive oil, for brushing",olive oil,1,tbsp,,,,for brushing
2 sheets gelatine,gelatine,2,sheet,,,,
"2 red chillies, 1 chopped, 1 finely sliced (for garnish)",red chillies,2,,,1 chopped 1 finely sliced,,for garnish
"1 medium red onion, chopped",red onion,1,,medium,chopped,,
"1 egg, preferably free-range, beaten",egg,1,,,beaten,preferably free-range,
600g/1lb 6oz baby leaf spinach,baby leaf spinach,600 1 6,g lb oz,,,,
10 x 150g/5oz hoki steaks,hoki steaks,10x 150 5,g oz,,,,
8 sugar lumps,sugar lumps,8,,,,,
"100g/3½oz green beans, blanched",green beans,100 3#1$2,g oz,,blanched,,
"12 lamb cutlets, trimmed",lamb cutlet,12,,,trimmed,,
40g/1½oz avruga caviar,avruga caviar,40 1#1$2,g oz,,,,
¾ tsp salt,salt,#3$4,tsp,,,,
100g/3½oz rice noodles,rice noodles,100 3#1$2,g oz,,,,
2 tbsp chopped fresh flat-leaf parsley,fresh flat-leaf parsley,2,tbsp,,chopped,,
"1 red pepper, cut into julienne strips",red pepper,1,,,cut into julienne strip,,
8 flour tortillas,flour tortillas,8,,,,,
125g/4½oz fillet steak,fillet steak,125 4#1$2,g oz,,,,
1.5kg/3½lb whole chicken,whole chicken,1.5 3#1$2,kg lb,,,,
125g/4½oz white crabmeat,white crabmeat,125 4#1$2,g oz,,,,
"1 large rasher cooked bacon, chopped",bacon,1,large rasher,,cooked chopped,,
"125g/5oz creamed coconut, coarsely grated",creamed coconut,125 5,g oz,,coarsely grated,,
75ml/2½fl oz clear honey,clear honey,75 2#1$2,ml fl oz,,,,
"handful green beans, roughly chopped",green beans,,handful,,roughly chopped,,
2 tbsp fresh mint leaves,fresh mint leaf,2,tbsp,,,,
"1 strawberry, thinly sliced, to garnish",strawberry,1,,,thinly sliced,,to garnish
210ml/7fl oz double cream,double cream,210 7,ml fl oz,,,,
400ml/14fl oz apple juice,apple juice,400 14,ml fl oz,,,,
1-2 tbsp dried chilli flakes (to taste),dried chilli flakes,1-2,tbsp,,,to taste,
"6 skinless, boneless chicken thighs (about 500g/1lb 2oz), cut into bite-sized pieces",skinless boneless chicken thighs,6 500 1 2,g lb oz,,cut into bite-sized piece,about,
150g/5oz light brown muscovado sugar,light brown muscovado sugar,150 5,g oz,,,,
2 tbsp Marsala or dry sherry,Marsala or dry sherry,2,tbsp,,,,
4g sherry vinegar,sherry vinegar,4,g,,,,
"2 spring onions, thinly sliced at an angle",spring onions,2,,,thinly sliced at an angle,,
"150g/5oz cheddar, grated",cheddar,150 5,g oz,,grated,,
"8 baby sweetcorn, chopped",baby sweetcorn,8,,,chopped,,
"1 coconut, shell removed, flesh thinly sliced (optional)",coconut,1,,,shell removed flesh thinly sliced,optional,
200g/7oz ready-made vanilla ice cream,ready-made vanilla ice cream,200 7,g oz,,,,
"175g/6oz plain flour, plus extra for dusting",plain flour,175 6,g oz,,,plus extra for dusting,
250g/9oz watercress leaves,watercress leaf,250 9,g oz,,,,
Maldon sea salt,Maldon sea salt,,,,,,
450g/1lb pork mince,pork mince,450 1,g lb,,,,
"½ cucumber, cut in half, seeds removed, thickly sliced",cucumber,#1$2,,,cut in half seeds removed thickly sliced,,
2-3 tbsp coarsely grated white chocolate,white chocolate,2-3,tbsp,,coarsely grated,,
500g/1lb 2oz dark chocolate,dark chocolate,500 1 2,g lb oz,,,,
"1 lamb cutlet, fat trimmed",lamb cutlet,1,,,fat trimmed,,
1 tbsp finely chopped red onions,red onions,1,tbsp,,finely chopped,,
2 tbsp Worcester sauce,Worcester sauce,2,tbsp,,,,
1 tsp chopped fresh root ginger,fresh root ginger,1,tsp,,chopped,,
"2 sage leaves, finely chopped",sage leaf,2,,,finely chopped,,
"75g/2½oz cornichons, finely chopped",cornichons,75 2#1$2,g oz,,finely chopped,,
"50g/1¾oz mature cheddar, grated",mature cheddar,50 1#3$4,g oz,,grated,,
"½ lime, zest and juice",lime,#1$2,,,zest and juice,,
"12 jumbo raw prawns, in shells",raw prawns,12,,jumbo,,in shells,
bread to serve,bread,,,,,,to serve
150g/5oz small button mushrooms,button mushrooms,150 5,g oz small,,,,
200g/7oz raw tiger prawns,raw tiger prawns,200 7,g oz,,,,
"450g/1lb button onions, or 24 baby onions",button onions,450 1,g lb,,,or 24 baby onions,
20 Scottish chanterelles,Scottish chanterelles,20,,,,,
"1 tsp coriander seeds, toasted, ground",coriander seeds,1,tsp,,toasted ground,,
4 portions of salmon fillet,portions of salmon fillet,4,,,,,
"8 garlic cloves, finely chopped",garlic,8,clove,,finely chopped,,
1 tsp flour (if necessary),flour,1,tsp,,,if necessary,
"1 bunch radishes, trimmed",radishes,1,bunch,,trimmed,,
5 bananas,bananas,5,,,,,
"young angelica shoots, thinly sliced",young angelica shoot,,,,thinly sliced,,
12 sheets ready-made filo pastry,ready-made filo pastry,12,sheet,,,,
300ml/11fl oz whipping or double cream,whipping or double cream,300 11,ml fl oz,,,,
bunch fresh coriander,fresh coriander,,bunch,,,,
"1 tbsp herbs de Provence (usually marjoram, oregano, rosemary, thyme)",herbs de Provence,1,tbsp,,,usually marjoram oregano rosemary thyme,
350g/12oz granulated or caster sugar,granulated or caster sugar,350 12,g oz,,,,
"½ bunch spring onions, trimmed, chopped",spring onions,#1$2,bunch,,trimmed chopped,,
2 tbsp birch syrup (alternatively use maple syrup mixed with a touch of soy sauce),birch syrup,2,tbsp,,,alternatively use maple syrup mixed with a touch of soy sauce,
"10g/¼ oz unsalted pistachio nuts, roughly chopped (alternatively use toasted flaked almonds)",unsalted pistachio nuts,10 #1$4,g oz,,roughly chopped,alternatively use toasted flaked almonds,
2-3 handfuls of rocket leaves,rocket leaf,2-3,handful,,,of,
"small salad of sliced red onion, fresh coriander and lime wedges, to serve",salad of sliced red onion fresh coriander and lime wedge,,,small,,,to serve
225g/8oz baby spinach leaves,baby spinach leaf,225 8,g oz,,,,
"6-8 large floury potatoes, such as maris piper, king edward, desiree (depending on how hungry you are)",floury potatoes,6-8,,large,,such as maris piper king edward desiree depending on how hungry you are,
"5 spring onions, sliced into 1.5cm/½in slices on the diagonal",spring onions,5,,,sliced into 1.5 cm #1$2 in slice on the diagonal,,
"a little softened butter, for greasing",a little butter,,,,softened,,for greasing
50g/1¾oz golden caster sugar,golden caster sugar,50 1#3$4,g oz,,,,
"3 king prawns, butterflied",king prawns,3,,,butterflied,,
80g/3oz butter,butter,80 3,g oz,,,,
2 x 750g/1lb 10oz cooked lobster,lobster,2x 750 1 10,g lb oz,,cooked,,
"80g/2¾oz plain chocolate, minimum 70 per cent cocoa solids, chopped, plus extra grated chocolate, to decorate",plain chocolate,80 2#3$4,g oz,,chopped,minimum 70 per cent cocoa solids plus extra grated chocolate to decorate,
"3 tinned anchovies, drained",tinned anchovies,3,,,drained,,
small handful fresh sage leaves,fresh sage leaf,,small handful,,,,
"8 garlic cloves, unpeeled and squashed",garlic,8,clove,,unpeeled and squashed,,
800g/1lb12oz lean belly of pork,lean belly of pork,800 1 12,g lb oz,,,,
175g/6oz tomato ketchup,tomato ketchup,175 6,g oz,,,,
"2 medium aubergines, cut into 1cm/½in slices",aubergines,2,,medium,cut into 1 cm #1$2 in slice,,
"75g/2½oz gorgonzola, cubed",gorgonzola,75 2#1$2,g oz,,cubed,,
"150g/5oz cooked chicken, chopped",chicken,150 5,g oz,,cooked chopped,,
1 litre/1¾ pint brine (see above),brine,1 1#3$4,litre pint,,,see above,
"4 x 500g/1lb 2oz cooked lobsters, shells cracked and meat removed",lobsters,4x 500 1 2,g lb oz,,cooked shells cracked and meat removed,,
"8 kaffir lime leaves, torn into pieces (if unavailable, use the grated zest of 1 extra lime)",kaffir lime leaf,8,,,torn into piece,if unavailable use the grated zest of 1 extra lime,
"50g/1¾oz flaked almonds, lightly toasted",flaked almonds,50 1#3$4,g oz,,lightly toasted,,
"4 celery sticks, finely chopped",celery,4,stick,,finely chopped,,
"500g/17oz shrimps, peeled, blanched",shrimps,500 17,g oz,,peeled blanched,,
115g/4oz dried cranberries,dried cranberries,115 4,g oz,,,,
500g/1lb 2oz raspberries,raspberries,500 1 2,g lb oz,,,,
"110g/4oz chilled butter, cut into cubes",butter,110 4,g oz,,chilled cut into cube,,
"10 large onions, peeled, chopped",onions,10,,large,peeled chopped,,
5 limes,limes,5,,,,,
1 x 300g/10½oz boneless smoked haddock fillet,boneless smoked haddock fillet,1x 300 10#1$2,g oz,,,,
100ml/3½oz hot chicken stock (vegetarians may substitute vegetable stock),hot chicken stock,100 3#1$2,ml oz,,,vegetarians may substitute vegetable stock,
"2 tea bags, split, tea removed, bags discarded",tea bag,2,,,split tea removed bag discarded,,
"700g/1½lb good quality beef sausages, chopped",good quality beef sausages,700 1#1$2,g lb,,chopped,,
4 tsp tamarind paste,tamarind paste,4,tsp,,,,
1-2 tsp English mustard,English mustard,1-2,tsp,,,,
"4 tbsp Space Dust, or similar confectionery",Space Dust,4,tbsp,,,or similar confectionery,
4 large pork chops,pork chops,4,,large,,,
"1 tsp white wine vinegar, plus extra to taste",white wine vinegar,1,tsp,,,plus extra to taste,
"6 apples, thinly sliced",apples,6,,,thinly sliced,,
"1 parsnip, skin (peelings) only",parsnip,1,,,skin peelings only,,
"2 large floury potatoes (such as Maris Piper), grated, moisture squeezed out",floury potatoes,2,,large,grated moisture squeezed out,such as Maris Piper,
"4 fresh tomatoes, chopped",fresh tomatoes,4,,,chopped,,
"1 sprig fresh rosemary, cut into short lengths",fresh rosemary,1,sprig,,cut into short length,,
"6 potatoes, peeled and thinly sliced",potatoes,6,,,peeled and thinly sliced,,
"2 tomatoes, seeds removed, finely chopped",tomatoes,2,,,seeds removed finely chopped,,
"1 green finger chilli, finely chopped (optional)",green finger chilli,1,,,finely chopped,optional,
"50g/2oz pancetta, cut into 2cm/1in pieces",pancetta,50 2,g oz,,cut into 2 cm 1 in piece,,
1 tsp sea salt crystals,sea salt crystals,1,tsp,,,,
"1 spring onion, chopped into fine batons",spring onion,1,,,chopped into fine batons,,
180g/6oz strong white flour,strong white flour,180 6,g oz,,,,
"2 tbsp fresh chervil, finely chopped",fresh chervil,2,tbsp,,finely chopped,,
3 baby courgettes,baby courgettes,3,,,,,
½ lemon,lemon,#1$2,,,,,
50ml/2fl oz spring water,spring water,50 2,ml fl oz,,,,
1 heaped tsp capers,capers,1,heaped tsp,,,,
"400g/14oz tin cannellini beans, drained and rinsed",cannellini beans,400 14,g oz tin,,drained and rinsed,,
"3 Thai red chillies, finely sliced",Thai red chillies,3,,,finely sliced,,
"450g/1lb potatoes, such as Desirée or King Edward",potatoes,450 1,g lb,,,such as Desirée or King Edward,
"2 whole beetroots, cooked and peeled",whole beetroots,2,,,cooked and peeled,,
3 duck eggs,duck eggs,3,,,,,
60g/2¼oz butter or margarine,butter or margarine,60 2#1$4,g oz,,,,
1-2 tsp Dijon mustard,Dijon mustard,1-2,tsp,,,,
"2 salmon fillets, pin-boned",salmon fillets,2,,,pin-boned,,
"4 tbsp ghee, plus extra for greasing",ghee,4,tbsp,,,plus extra for greasing,
"2½ tsp dried yeast, or 20g/¾oz fresh yeast",dried yeast,2#1$2,tsp,,,or 20 g #3$4 oz fresh yeast,
"50g/1¾oz firm tofu, cubed",firm tofu,50 1#3$4,g oz,,cubed,,
"1 sprig fresh rosemary, leaves only",fresh rosemary,1,sprig,,,leaf only,
"1 tbsp cumin seeds, toasted, ground",cumin seeds,1,tbsp,,toasted ground,,
300g/10½oz gammon,gammon,300 10#1$2,g oz,,,,
"450g/1lb chicken livers, cleaned and finely chopped",chicken livers,450 1,g lb,,cleaned and finely chopped,,
2 tbsp rosemary,rosemary,2,tbsp,,,,
750ml/25fl oz whole milk,whole milk,750 25,ml fl oz,,,,
150ml/5oz plain yoghurt,plain yoghurt,150 5,ml oz,,,,
"200g/7oz chorizo, skin removed and roughly chopped",chorizo,200 7,g oz,,skin removed and roughly chopped,,
"50g/2oz roasted cashew nuts, roughly chopped",cashew nuts,50 2,g oz,,roasted roughly chopped,,
"170g/6oz unsalted butter, plus extra for greasing",unsalted butter,170 6,g oz,,,plus extra for greasing,
"200g/7oz 00 flour, plus extra for dusting",00 flour,200 7,g oz,,,plus extra for dusting,
225g/8oz fresh salmon,fresh salmon,225 8,g oz,,,,
"400g/14oz carrots, cut into large pieces",carrots,400 14,g oz,,cut into large piece,,
2 x 7g sachets instant yeast,instant yeast,2x 7,g sachet,,,,
"10g pecans, toasted and chopped",pecans,10,g,,toasted and chopped,,
"2 tsp fresh thyme leaves, finely chopped",fresh thyme leaf,2,tsp,,finely chopped,,
"3 plum tomatoes, de-seeded and chopped",plum tomatoes,3,,,de-seeded and chopped,,
2 tbsp dry sherry (optional),dry sherry,2,tbsp,,,optional,
"300g/10½oz white chocolate, chopped",white chocolate,300 10#1$2,g oz,,chopped,,
500g/1lb 2oz onions,onions,500 1 2,g lb oz,,,,
1tsp ground cumin,ground cumin,1,tsp,,,,
"2 garlic cloves, peeled and sliced",garlic,2,clove,,peeled and sliced,,
250g/8¾oz lamb mince,lamb mince,250 8#3$4,g oz,,,,
170g/6oz self-raising wholemeal flour,self-raising wholemeal flour,170 6,g oz,,,,
"mixed root vegetables and chestnuts, roasted",mixed root vegetables and chestnuts,,,,roasted,,
"250g/9oz cream cheese, chilled",cream cheese,250 9,g oz,,chilled,,
"4 tiny Thai shallots, thinly sliced (or 2 larger shallots)",Thai shallots,4,,tiny,thinly sliced,or 2 larger shallots,
2 tbsp freshly chopped mint,mint,2,tbsp,,freshly chopped,,
150g golden syrup,golden syrup,150,g,,,,
110ml/4fl oz) red wine,red wine,110 4,ml fl oz,,,,
500g/1lb 2oz freshly cooked white rice,white rice,500 1 2,g lb oz,,freshly cooked,,
110g/4oz chicken livers,chicken livers,110 4,g oz,,,,
"90g/3oz streaky bacon, finely chopped",streaky bacon,90 3,g oz,,finely chopped,,
10g potato starch,potato starch,10,g,,,,
"2 potatoes, cut into 1cm/½in pieces",potatoes,2,,,cut into 1 cm #1$2 in piece,,
"600g/1 lb 5oz Jersey new potatoes, skin on, cooked, cooled, cut into slices",Jersey new potatoes,600 1 5,g lb oz,,skin on cooked cooled cut into slice,,
"1 sprig thyme, leaves picked",thyme,1,sprig,,leaf picked,,
"150g/5oz unsalted butter, plus extra for greasing",unsalted butter,150 5,g oz,,,plus extra for greasing,
5 tbsp whisky,whisky,5,tbsp,,,,
1 red birds'-eye chilli,red birds'-eye chilli,1,,,,,
"6 large chicken thighs, bone in and skin on",chicken thighs,6,,large,bone in and skin on,,
"500g/1lb 2oz chestnut mushrooms, halved",chestnut mushrooms,500 1 2,g lb oz,,halved,,
"sea salt, to sprinkle",sea salt,,,,,,to sprinkle
"½ stalk celery, chopped",celery,#1$2,stalk,,chopped,,
3 tbsp clear honey,clear honey,3,tbsp,,,,
"½ potato, peeled and thinly sliced",potato,#1$2,,,peeled and thinly sliced,,
50g/1¾oz ready-made coarse farmhouse pâté,ready-made coarse farmhouse pâté,50 1#3$4,g oz,,,,
"1 small onion, peeled and finely chopped",onion,1,,small,peeled and finely chopped,,
"small bunch flatleaf parsley, leaves roughly chopped",flatleaf parsley,,small bunch,,leaf roughly chopped,,
