input,quantity,unit,item,comment
1 tsp ground cumin,1,tsp,ground cumin,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
1x 400 g can black beans,1x,400 g can,black beans,
1 tsp vegetable,1,tsp,vegetable,
1 small avocado,1,small,avocado,
handful chopped coriander,,handful,chopped coriander,
"1 lime, juiced",1,,lime,juiced
"0.5 red chilli, deseeded and finely chopped (optional)",0.5,,red chilli,deseeded and finely chopped (optional)
500 g mushrooms,500,g,mushrooms,
1 onion,1,,onion,
1 clove of garlic,1,clove,of garlic,
small bunch of sage,,small bunch,of sage,
600 g creme fraiche,600,g,creme fraiche,
20 g salted butter,20,g,salted butter,
400 g conchiglie pasta,400,g,conchiglie pasta,
150 g Parmesan,150,g,Parmesan,
salt,,,salt,
pepper,,,pepper,
olive oil,,,olive oil,
500 ml double cream,500,ml,double cream,
"thumb-sized piece ginger, peeled and grated",,thumb-sized piece,ginger,peeled and grated
0.5 tsp turmeric,0.5,tsp,turmeric,
2 tsp ground cumin,2,tsp,ground cumin,
2 tsp garam masala,2,tsp,garam masala,
400 g undyed smoked haddock fillets (skin on),400,g,undyed smoked haddock fillets (skin on),
300 g cooked basmati rice,300,g,cooked basmati rice,
200 g frozen peas,200,g,frozen peas,
"2 large eggs, boiled for 7 mins, peeled and cut into quarters",2,large,eggs,"boiled for 7 mins, peeled and cut into quarters"
"1 small pack coriander, leaves roughly chopped",1,small pack,coriander,leaves roughly chopped
1 tbsp olive oil,1,tbsp,olive oil,
"1 onion, sliced",1,,onion,sliced
1 tbsp freshly grated ginger,1,tbsp,freshly grated ginger,
1 tbsp fennel seeds,1,tbsp,fennel seeds,
1 tsp cumin seeds,1,tsp,cumin seeds,
1 tsp turmeric,1,tsp,turmeric,
500 g minced lamb,500,g,minced lamb,
"2 small sweet potatoes, peeled and cut into 2 cm chunks",2,small,sweet potatoes,peeled and cut into 2 cm chunks
"2 tomatoes, chopped",2,,tomatoes,chopped
1 mug water + lamb stock cube,1,mug,water + lamb stock cube,
3 bay leaves,3,,bay leaves,
"1 mug frozen peas, defrosted",1,mug,frozen peas,defrosted
"1 fresh chilli, chopped",1,,fresh chilli,chopped
1 tsp freshly chopped mint,1,tsp,freshly chopped mint,
naan breads,,,naan breads,
2 tbsp toasted sesame oil,2,tbsp,toasted sesame oil,
"6 skinless and boneless chicken thighs, sliced",6,,skinless and boneless chicken thighs,sliced
"2 large cloves garlic, crushed",2,large cloves,garlic,crushed
"1 thumb-sized piece ginger, grated",1,thumb-sized piece,ginger,grated
50 g runny honey,50,g,runny honey,
30 ml light soy sauce,30,ml,light soy sauce,
1 tbsp rice wine vinegar,1,tbsp,rice wine vinegar,
"1 tbsp sesame seeds, to serve",1,tbsp,sesame seeds,to serve
"4 spring onions, shredded, to serve",4,,spring onions,"shredded, to serve"
"sticky rice, to serve",,,sticky rice,to serve
"steamed bok choi or spring greens, to serve",,,steamed bok choi or spring greens,to serve
500 g fusilli,500,g,fusilli,
1 tbsp olive oil,1,tbsp,olive oil,
"1 medium red onion or 0.5 of a large one, chopped",1,medium,red onion or 0.5 of a large one,chopped
"5 cloves garlic, crushed",5,cloves,garlic,crushed
1 tbsp dried Italian herbs,1,tbsp,dried Italian herbs,
2 tsp salt,2,tsp,salt,
2x 400 g cans chopped tomatoes with liquid,2x,400 g cans,chopped tomatoes with liquid,
"140 g tomato paste/puree, you may want more or less depending on how watery your canned tomatoes are so use your judgement here",140,g,tomato paste/puree,you may want more or less depending on how watery your canned tomatoes are so use your judgement here
1 tbsp balsamic vinegar,1,tbsp,balsamic vinegar,
950 ml boiling water (you may need more),950,ml,boiling water (you may need more),
a few handfuls fresh basil,,a few handfuls,fresh basil,
250 g fresh spinach (try adding some rocket too!),250,g,fresh spinach (try adding some rocket too!),
25-50 g butter,25-50,g,butter,
3 heaping spoonfuls mascarpone,3,heaping spoonfuls,mascarpone,
1 tbsp olive oil,1,tbsp,olive oil,
"2 onions, sliced",2,,onions,sliced
"1 small aubergine, trimmed and diced",1,small,aubergine,trimmed and diced
"500 g lean pork fillet, trimmed of any fat and sliced",500,g,lean pork fillet,trimmed of any fat and sliced
"2 red peppers, deseeded and cut into chunky stips",2,,red peppers,deseeded and cut into chunky stips
2-3 tbsp mild curry powder,2-3,tbsp,mild curry powder,
1x 400 g can plum tomatoes,1x,400 g can,plum tomatoes,
"basmati rice, to serve",,,basmati rice,to serve
1 tbsp olive oil,1,tbsp,olive oil,
8 boneless skinless chicken thighs,8,,boneless skinless chicken thighs,
"1 sprig rosemary, leaves finely chopped",1,sprig,rosemary,leaves finely chopped
"1 red onion, finely sliced",1,,red onion,finely sliced
"2 anchovy fillets, chopped",2,,anchovy fillets,chopped
"3 cloves garlic, sliced",3,cloves,garlic,sliced
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
"1 tbsp capers, drained",1,tbsp,capers,drained
75 ml red wine (optional),75,ml,red wine (optional),
"2 onions, chopped",2,,onions,chopped
"2 stocks celery, finely chopped",2,stocks,celery,finely chopped
"2 yellow or orange peppers, finely chopped",2,,yellow or orange peppers,finely chopped
2 tbsp sunflower oil or rapeseed oil,2,tbsp,sunflower oil or rapeseed oil,
2x 460 g jar roasted red peppers,2x,460 g jar,roasted red peppers,
2 tsp chipotle paste,2,tsp,chipotle paste,
2 tbsp red wine vinegar,2,tbsp,red wine vinegar,
1 tbsp cocoa powder,1,tbsp,cocoa powder,
1 tbsp dried oregano,1,tbsp,dried oregano,
1 tbsp sweet smoked paprika,1,tbsp,sweet smoked paprika,
2 tbsp ground cumin,2,tbsp,ground cumin,
1 tsp ground cinnamon,1,tsp,ground cinnamon,
2x 400 g cans chopped tomatoes,2x,400 g cans,chopped tomatoes,
1x 400 g can refried beans,1x,400 g can,refried beans,
"3x 400 g cans kidney beans, drained and rinsed",3x,400 g cans,kidney beans,drained and rinsed
"2x 400 g cans black beans, drained and rinsed",2x,400 g cans,black beans,drained and rinsed
1 tbsp vegetable or rapeseed oil,1,tbsp,vegetable or rapeseed oil,
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
"4 boneless skinless chicken breasts, cut into bite-sized pieces",4,,boneless skinless chicken breasts,cut into bite-sized pieces
1x 227 g can pineapple chunks in natural juice,1x,227 g can,pineapple chunks in natural juice,
"2 carrots, cut into thin sticks",2,,carrots,cut into thin sticks
1 tbsp cornflour,1,tbsp,cornflour,
juice 1 lemon,,,juice 1 lemon,
2 tbsp tomato puree,2,tbsp,tomato puree,
3 tbsp light soy sauce,3,tbsp,light soy sauce,
"1 bunch spring onions, trimmed and cut into lengths",1,bunch,spring onions,trimmed and cut into lengths
"rice or noodles, to serve",,,rice or noodles,to serve
"2 tbsp ghee or smen, or 1 tablespoon olive oil plus 1 tablespoon butter",2,tbsp,ghee or smen,or 1 tablespoon olive oil plus 1 tablespoon butter
"1 onion, finely chopped",1,,onion,finely chopped
"large thumb-sized piece of fresh ginger, peeled and finely chopped",,large thumb-sized piece,of fresh ginger,peeled and finely chopped
"4 cloves garlic, finely chopped",4,cloves,garlic,finely chopped
1-2 tsp sugar,1-2,tsp,sugar,
2 tsp cumin seeds,2,tsp,cumin seeds,
1 tsp coriander seeds,1,tsp,coriander seeds,
2-3 tsp ras el hanout,2-3,tsp,ras el hanout,
"300 g brown lentils, rinsed and drained",300,g,brown lentils,rinsed and drained
"large bunch of fresh coriander, finely chopped",,large bunch,of fresh coriander,finely chopped
sea salt and freshly ground black pepper,,,sea salt and freshly ground black pepper,
1 tbsp olive oil,1,tbsp,olive oil,
"1 small onion, finely chopped",1,small,onion,finely chopped
"2 cloves garlic, finely chopped",2,cloves,garlic,finely chopped
"1-2 sprigs rosemary, needles picked and finely chopped",1-2,sprigs,rosemary,needles picked and finely chopped
1 tsp fennel seeds,1,tsp,fennel seeds,
1x 400 g pack herby sausages,1x,400 g pack,herby sausages,
2 tbsp tomato puree,2,tbsp,tomato puree,
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
360 g pappardelle pasta,360,g,pappardelle pasta,
a handful of rocket leaves,,,a handful of rocket leaves,
4 tbsp freshly grated Parmesan or shavings,4,tbsp,freshly grated Parmesan or shavings,
25 g butter,25,g,butter,
"3 rashers streaky bacon, chopped",3,rashers,streaky bacon,chopped
"1 onion, chopped",1,,onion,chopped
"400 g trimmed leek, sliced and well washed",400,g,trimmed leek,sliced and well washed
"3 medium potatoes, peeled and diced",3,medium,potatoes,peeled and diced
1.4 l hot vegetable stock,1.4,l,hot vegetable stock,
142 ml pot single cream,142,ml,pot single cream,
"4 rashers streaky bacon, to serve",4,rashers,streaky bacon,to serve
4 tbsp of Sacla' 'Nduja pesto,4,tbsp,of Sacla' 'Nduja pesto,
Bunch of basil,,,Bunch of basil,
Cheddar,,,Cheddar,
Parmesan,,,Parmesan,
500 g fusilli,500,g,fusilli,
Oregano,,,Oregano,
Red wine vinegar,,,Red wine vinegar,
1 lemon,1,,lemon,
1 clove garlic,1,clove,garlic,
pack of sweet peppers,,pack,of sweet peppers,
8 oz spaghetti,8,oz,spaghetti,
0.25 cup unsalted butter,0.25,cup,unsalted butter,
"4 cloves garlic, minced",4,cloves,garlic,minced
2 tbsp all-purpose flour,2,tbsp,all-purpose flour,
"1 cup chicken broth, or more as needed",1,cup,chicken broth,or more  as needed
1 tsp dried thyme,1,tsp, dried thyme,
0.5 tsp dried basil,0.5,tsp,dried basil,
0.5 cup cream,0.5,cup,cream,
0.5 cup freshly grated Parmesan,0.5,cup,freshly grated Parmesan,
"Kosher salt and freshly ground black pepper, to taste",,,Kosher salt and freshly ground black pepper,to taste
2 cups chopped ham,2,cups,chopped ham,
1 cup frozen sweet peas,1,cup,frozen sweet peas,
2 tbsp chopped fresh parsley leaves,2,tbsp,chopped fresh parsley leaves,
1 tbsp vegetable oil,1,tbsp,vegetable oil,
8 skinless boneless chicken thighs,8,,skinless boneless chicken thighs,
"8 rashers smoked streaky bacon, cut into large pieces",8,rashers,smoked streaky bacon,cut into large pieces
"1 onion, halved and sliced",1,,onion,halved and sliced
1x 250 g pack baby button mushrooms,1x,250 g pack,baby button mushrooms,
handful thyme sprigs,,handful,thyme sprigs,
2 tbsp plain flour,2,tbsp,plain flour,
400 ml chicken stock,400,ml,chicken stock,
200 ml milk,200,ml,milk,
"1x 500 g pack fresh puff pastry, or frozen and defrosted",1x,500 g pack,fresh puff pastry,or frozen and defrosted
"1 egg, beaten",1,,egg,beaten
"450 g mixed spring vegetables, including green beans, asparagus, broad beans, peas.",450,g,mixed spring vegetables,"including green beans, asparagus, broad beans, peas."
400 g tagliatelle,400,g,tagliatelle,
"juice of 1 lemon, zest of half",,,juice of 1 lemon,zest of half
"1 tbsp Dijon mustard, mustard",1,tbsp,Dijon mustard,mustard
1 tbsp olive or rapeseed oil,1,tbsp,olive or rapeseed oil,
3 tbsp snipped chives,3,tbsp,snipped chives,
"shaved Parmesan, to serve",,,shaved Parmesan,to serve
4 very large potatoes,4,very large,potatoes,
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"1 red onion, &frac12; grated and &frac12; finely chopped",1,,red onion,&frac12; grated and &frac12; finely chopped
"1 carrot, grated",1,,carrot,grated
400 g beef mince,400,g,beef mince,
2 tsp jerk seasoning,2,tsp,jerk seasoning,
"200 g fresh pineapple, finely chopped",200,g,fresh pineapple,finely chopped
"1 red chilli, deseeded and finely chopped",1,,red chilli,deseeded and finely chopped
"small handful coriander, roughly chopped",,small handful,coriander,roughly chopped
juice 1 lime,,,juice 1 lime,
"lettuce and burger buns , to serve",,,lettuce and burger buns ,to serve
2 nests thin vermicelli rice noodles,2,nests,thin vermicelli rice noodles,
1 tbsp light soy sauce,1,tbsp,light soy sauce,
1 tbsp oyster sauce,1,tbsp,oyster sauce,
2 tsp mild curry powder,2,tsp,mild curry powder,
1 tbsp sesame oil,1,tbsp,sesame oil,
"1 clove garlic, chopped",1,clove,garlic,chopped
"1 red chilli, thinly sliced (deseeded if you don't like it too hot)",1,,red chilli,thinly sliced (deseeded if you don't like it too hot)
"thumb-sized piece ginger, grated",,thumb-sized piece,ginger,grated
"1 medium onion, sliced",1,medium,onion,sliced
"1 red pepper or yellow pepper, cut into thin batons",1,,red pepper or yellow pepper,cut into thin batons
"4 spring onions, cut in half lengthways then into batons",4,,spring onions,cut in half lengthways then into batons
8 raw king prawns,8,,raw king prawns,
"1 large egg, beaten",1,large,egg,beaten
"coriander leaves, to serve",,,coriander leaves,to serve
"1 tbsp sesame oil, plus extra to serve (optional)",1,tbsp,sesame oil,plus extra to serve (optional)
250 g lamb mince,250,g,lamb mince,
3 nests medium egg noodles,3,nests,medium egg noodles,
"1 head broccoli, cut into medium florets stalk sliced",1,head,broccoli,cut into medium florets  stalk sliced
"2 tbsp soy sauce, plus extra to serve (optional)",2,tbsp,soy sauce,plus extra to serve (optional)
1 tsp chilli flakes,1,tsp,chilli flakes,
2 tbsp sesame seeds,2,tbsp,sesame seeds,
"3 cloves garlic, finely chopped",3,cloves,garlic,finely chopped
"thumb-sized piece root ginger, finely chopped",,thumb-sized piece,root ginger,finely chopped
"6 spring onions, thinly sliced",6,,spring onions,thinly sliced
"300 g pak choi, leaves separated",300,g,pak choi,leaves separated
1 tbsp sunflower or coconut oil,1,tbsp,sunflower or coconut oil,
"3 cloves garlic, finely chopped",3,cloves,garlic,finely chopped
"30 g root ginger, finely chopped",30,g,root ginger,finely chopped
"6 spring onions, sliced diagonally",6,,spring onions,sliced diagonally
1.5 tsp ground turmeric,1.5,tsp,ground turmeric,
1.5 tbsp cumin seeds,1.5,tbsp,cumin seeds,
"300 g dried red lentils, rinsed",300,g,dried red lentils,rinsed
900 ml vegetable stock - check if gluten free if needed,900,ml,vegetable stock - check if gluten free if needed,
"4 medium eggs, at room temperature",4,medium,eggs,at room temperature
200 g baby leaf spinach,200,g,baby leaf spinach,
"50 g cashews, toasted and roughly chopped",50,g,cashews,toasted and roughly chopped
350 g spaghetti,350,g,spaghetti,
1 small red onion,1,small,red onion,
500 g tomatoes,500,g,tomatoes,
2 tbsp olive oil,2,tbsp,olive oil,
"1 red chilli, deseeded and chopped",1,,red chilli,deseeded and chopped
"140 g tuna in brine, drained",140,g,tuna in brine,drained
"300 g sweet potatoes, cut into 2cm cubes",300,g,sweet potatoes,cut into 2cm cubes
"200 g cauliflower, cut into small florets",200,g,cauliflower,cut into small florets
2 tbsp olive oil,2,tbsp,olive oil,
1 tsp cumin seeds,1,tsp,cumin seeds,
2 skinless chicken breast fillets,2,,skinless chicken breast fillets,
20 g plain flour,20,g,plain flour,
150 ml chicken stock,150,ml,chicken stock,
1 tbsp lemon juice,1,tbsp,lemon juice,
"40 g pitted green olives, halved",40,g,pitted green olives,halved
"20 g butter, diced",20,g,butter,diced
1 tbsp chopped coriander,1,tbsp,chopped coriander,
250 g shelled fresh peas,250,g,shelled fresh peas,
"2 fat cloves garlic, finely chopped",2,fat cloves,garlic,finely chopped
"50 g pine nuts, toasted",50,g,pine nuts,toasted
"50 g Parmesan cheese, chopped into small chunks",50,g,Parmesan cheese,chopped into small chunks
good handful fresh mint leaves,,good handful,fresh mint leaves,
6 tbsp extra virgin olive oil,6,tbsp,extra virgin olive oil,
350 g spaghetti,350,g,spaghetti,
freshly grated Parmesan cheese,,,freshly grated Parmesan cheese,
extra virgin olive oil,,,extra virgin olive oil,
"500 g lamb neck fillets, cut into bite-size pieces",500,g,lamb neck fillets,cut into bite-size pieces
2 tsp paprika,2,tsp,paprika,
3 tsp ground cinnamon,3,tsp,ground cinnamon,
2x 400 g cans chopped tomatoes with olive oil and garlic,2x,400 g cans,chopped tomatoes with olive oil and garlic,
"1 tbsp finely chopped parsley, plus extra to serve",1,tbsp,finely chopped parsley,plus extra to serve
"600 g lean pork medallions, fat trimmed",600,g,lean pork medallions,fat trimmed
"1 onion, thinly sliced",1,,onion,thinly sliced
"2 sticks celery, finely diced",2,sticks,celery,finely diced
"3 cloves garlic, crushed",3,cloves,garlic,crushed
1 tbsp smoked paprika,1,tbsp,smoked paprika,
1 tsp fennel seeds,1,tsp,fennel seeds,
"1x 400 g tin butter beans, drained and rinsed",1x,400 g tin,butter beans,drained and rinsed
175 ml chick stock,175,ml,chick stock,
"2 sprigs rosemary, leaves picked",2,sprigs,rosemary,leaves picked
12 cherry tomatoes,12,,cherry tomatoes,
500 g strong white bread flour,500,g,strong white bread flour,
1.5 tsp (or 1 sachet) fast-action dried yeast,1.5,tsp,(or 1 sachet) fast-action dried yeast,
1 tsp golden caster sugar,1,tsp,golden caster sugar,
2 tbsp olive oil,2,tbsp,olive oil,
"semolina, for rolling",,,semolina,for rolling
"1 tbsp olive oil, plus extra for brushing",1,tbsp,olive oil,plus extra for brushing
"1 onion, chopped",1,,onion,chopped
"2 cloves garlic, crushed",2,cloves,garlic,crushed
300 g lamb mince,300,g,lamb mince,
1 tbsp cumin,1,tbsp,cumin,
"2 tsp sumac, plus extra to serve",2,tsp,sumac,plus extra to serve
0.5 tsp allspice,0.5,tsp,allspice,
1 tbsp tomato puree,1,tbsp,tomato puree,
"2 tomatoes, finely chopped",2,,tomatoes,finely chopped
2 tbsp pomegranate molasses,2,tbsp,pomegranate molasses,
