input,name,quantity,unit,preparation,comment
5 tablespoons heavy cream (36%),heavy cream,5,tablespoon,,(36%)
"1 quart fresh strawberries, rinsed and hulled, or 1 quart fresh raspberries, rinsed",fresh strawberries,1,quart,rinsed and hulled,"or 1 quart fresh raspberries, rinsed"
1/3 cup granulated or raw sugar,granulated or raw sugar,0.333,cup,,
½ scant teaspoon black pepper,black pepper,0.5,scant teaspoon,,
2 cups veal stock or lower-sodium beef broth,veal stock or lower-sodium beef broth,2,cup,,
12 firm ripe pears,firm ripe pears,12,,,
Grated zest of 3 limes,zest of limes,3,,Grated,
"8 ounces white chocolate, chopped",white chocolate,8,ounce,chopped,
"1 cup chicken broth, preferably homemade",chicken broth,1,cup,,preferably homemade
"1 large egg, beaten with ½ teaspoon salt, to glaze",egg,1,large,beaten with 0.5 teaspoon salt,to glaze
"8 tablespoons (1 stick) unsalted butter, cut into cubes",unsalted butter,8 1,tablespoon stick,cut into cube,()
"6 anchovy fillets in oil, drained and finely chopped",anchovy fillets in oil,6,,drained and finely chopped,
2 cups canned concentrated tomato purée,canned concentrated tomato purée,2,cup,,
1 teaspoon (5 grams/.2 ounce) instant yeast,instant yeast,1 5 .2,teaspoon gram ounce,,(/)
"1 package (8 oz/250 g) cream cheese, softened (see Notes)",cream cheese,1 8 250,package oz g,softened,(/) (see Notes)
"4 cups (1 L) cilantro leaves, including soft stems",cilantro leaves,4 1,cup L,,() including soft stem
"6 bay leaves, shredded with scissors",bay leaves,6,,shredded with scissors,
½ cup Chinese rice wine or dry sherry,Chinese rice wine,0.5,cup,,or dry sherry
"1 tbsp chopped dill, plus more to garnish",dill,1,tbsp,chopped ,plus more to garnish
¼ tsp (1 mL) saffron,saffron,0.25 1,tsp mL,,() 
¼ cup vegetable shortening,vegetable shortening,0.25,cup,,
2/3 cup (70 grams) sifted cake flour,cake flour,0.667 70,cup gram,sifted,()
"1 tablespoon (15 g) adobo sauce from can, or to taste",adobo sauce from can,1 15,tablespoon g,,() or to taste
1 tsp cardamom seeds 5 mL,cardamom seeds,1 5,tsp mL,,
1 tablespoon extra-virgin olive oil or vegetable oil,extra-virgin olive oil or vegetable oil,1,tablespoon,,
1/3 cup (75 mL) light sour cream,light sour cream,0.333 75,cup mL,,()
1 cup pitted black olives,black olives,1,cup,pitted ,
5 oz (140g) blueberries,blueberries,5 140,oz g,,()
1 teaspoon brown mustard seeds,brown mustard seeds,1,teaspoon,,
"½ cup (109 g) extra-virgin unrefined coconut oil, melted",extra-virgin unrefined coconut oil,0.5 109,cup g,melted,()
1 cup (8 ounces/227 grams) granulated sugar,granulated sugar,1 8 227,cup ounce gram,,(/)
2 quarts safflower or peanut oil,safflower or peanut oil,2,quart,,
3 tablespoons Metaxa brandy,Metaxa brandy,3,tablespoon,,
"1 cup (2 sticks) unsalted butter, melted and warm",unsalted butter,1 2,cup stick,melted and warm,()
5 (1.25 L) cups chicken stock,chicken stock,5 1.25,cup L,,()
"2 scallions (white and green parts), ends trimmed and roughly chopped",scallions,2,,ends trimmed and roughly chopped,(white and green parts)
"½ cup thinly sliced, cleaned leeks",leeks,0.5,cup,"thinly sliced, cleaned",
"1 dried ancho chile, stemmed and seeded",dried ancho chile,1,,stemmed and seeded,
Four 1-ounce squares bittersweet chocolate,bittersweet chocolate,4 1,square ounce,,
"1 tablespoon dried thyme, plus fresh thyme sprigs (optional) for garnish",dried thyme,1,tablespoon,,plus fresh thyme sprig (optional) for garnish
"3 onions, halved lengthwise and slivered",onions,3,,halved lengthwise and slivered,
2 teaspoons fresh lime juice,fresh lime juice,2,teaspoon,,
6 to 8 sprigs fresh thyme,fresh thyme,6-8,sprig,,
"Vegetable oil (and lard, optional, 3 parts oil to 1 part lard), for frying",Vegetable oil,,,,"(and lard, optional, 3 parts oil to 1 part lard), for frying"
½ teaspoon loosely packed saffron threads,saffron threads,0.5,teaspoon,,loosely packed 
"1½ cups Sauternes, or other sweet white wine",Sauternes,1.5,cup,,or other sweet white wine
"½ cup all purpose flour, sifted",all purpose flour,0.5,cup,sifted,
1 teaspoon minced fresh thyme,fresh thyme,1,teaspoon,minced ,
"½ medium red bell pepper, finely diced",red bell pepper,0.5,medium,finely diced,
8 tablespoons (1 stick) unsalted butter at room temperature,unsalted butter,8 1,tablespoon stick,at room temperature,()
1 ounce (30 g) fresh ricotta,fresh ricotta,1 30,ounce g,,()
1½ tablespoons unsweetened cocoa powder,unsweetened cocoa powder,1.5,tablespoon,,
"1 pear, peeled, cored, and quartered",pear,1,,"peeled, cored, and quartered",
1 teaspoon vanilla extract (optional),vanilla extract,1,teaspoon,,(optional)
1 pound phyllo dough (24 sheets),phyllo dough,1 24,pound sheet,,()
"4 peaches, peeled and chopped",peaches,4,,peeled and chopped,
2 tbsp (25 ml) fish sauce or 3 pounded anchovies,fish sauce,2 25,tbsp ml,,() or 3 pounded anchovies
"6 to 8 large fresh New Mexico hot green chiles, parched (see Notes), peeled, seeded, and deribbed",fresh New Mexico hot green chiles,6-8,large,"parched, peeled, seeded, and deribbed",(see Notes)
"1½ pints vanilla, coffee, or chocolate bean ice cream","vanilla, coffee, or chocolate bean ice cream",1.5,pint,,
1 cup Spanish dry sherry,Spanish dry sherry,1,cup,,
½ cup unsweetened cocoa powder 125 mL,unsweetened cocoa powder,0.5 125,cup ml,,
1 cup finely chopped strawberries,strawberries,1,cup,finely chopped ,
"2 red bell peppers, roasted, peeled, seeded, and cut into chunks",red bell peppers,2,,"roasted, peeled, seeded, and cut into chunk",
6 tablespoons red lentils,red lentils,6,tablespoon,,
"3 garlic cloves, chopped",garlic,3,clove,chopped,
"6 stems Thai basil, leaves only, chopped",Thai basil,6,stem,chopped,leaf only
"1 ounce black truffle, chopped; 2 to 3 tablespoons black truffle paste (see note below); or black truffle oil to taste",black truffle,1,ounce,chopped,; 2-3 tablespoon black truffle paste (see note below); or black truffle oil to taste
"2 cups fresh string beans, cut into 1 –inch pieces",fresh string beans,2,cup,cut into 1 -inch piece,
Finely grated zest and juice of 1 orange,zest and juice of orange,1,,Finely grated ,
"1-inch piece fresh ginger, peeled and finely chopped",fresh ginger,1,piece inch,peeled and finely chopped,
"1½ inches fresh ginger, peeled and grated or minced",fresh ginger,1.5,inch,peeled and grated or minced,
1 cup cooked black beans or well-rinsed canned beans,black beans,1,cup,cooked,or well-rinsed canned beans
15 oz (420g) can pigeon peas (gandules) drained and rinsed,pigeon peas (gandules),15 420,oz g can,drained and rinsed,()
1 recipe Samosa Pastry,Samosa Pastry,1,recipe,,
"1 small yellow onion (about 4 ounces), diced",yellow onion,1 4,small ounce,diced,(about)
"4 scallions, thinly sliced",scallions,4,,thinly sliced,
2 quarts vegetable stock or water,vegetable stock or water,2,quart,,
"1 large, ripe mango, peeled, pitted, and diced",ripe mango,1,large,"peeled, pitted, and diced",
6 peaches,peaches,6,,,
1 cup green pumpkin seeds,green pumpkin seeds,1,cup,,
1/3 cup chopped oil-packed sun-dried tomatoes,oil-packed sun-dried tomatoes,0.333,cup,chopped,
"1 pound (500 g) dates, pitted",dates,1 500,pound g,pitted,()
Parsley sprigs,Parsley,,sprig,,
1½ ounces dark rum,dark rum,1.5,ounce,,
"3 green onions, finely chopped (white and pale green part only)",green onions,3,,finely chopped ,(white and pale green part only)
12 Belgian endive leaves,Belgian endive leaves,12,,,
"1 cup dry white wine, divided 250 mL",dry white wine,1 250,cup mL,divided,
2 tbsp (30 ml) finely ground flax seeds,flax seeds,2 30,tbsp ml,finely ground,()
"½ cup plus 1 tablespoon powdered sugar, plus extra for sifting over the cookies",powdered sugar,0.5,cup,,"plus 1 tablespoon, plus extra for sifting over the cookies"
"½ pound Spanish chorizo, casings removed and sliced ¼ inch thick",Spanish chorizo,0.5,pound,casings removed and sliced 0.25 inch thick,
2 tablespoons dried sage,dried sage,2,tablespoon,,
"1 cup chopped pistachios, plus more for garnish",pistachios,1,cup,chopped ,plus more for garnish
1 cup warm (105° to 115°F) whole milk (3.5%),whole milk,1,cup,warm ,(3.5%) (105° to 115°F)
¼ cup cream sherry,cream sherry,0.25,cup,,
"1½ to 2 pounds beets, steamed or roasted and peeled",beets,1.5-2,pound,steamed or roasted and peeled,
1 cup cottage cheese or 8 ounces cream cheese,cottage cheese,1,cup,,or 8 ounce cream cheese
½ cup tomato sauce or puree,tomato sauce or puree,0.5,cup,,
2 garlic cloves,garlic,2,clove,,
"Extra-fine granulated sugar, 8 ounces (1 cup)",Extra-fine granulated sugar,8 1,ounce cup,,()
"7 oz (200g) white mushrooms, sliced",white mushrooms,7 200,oz g,sliced,()
Confectioner’s (icing) sugar,Confectioner’s (icing) sugar,,,,
Neck and giblets from 1 turkey,Neck and giblets from 1 turkey,,,,
½ teaspoon ground peppercorns,ground peppercorns,0.5,teaspoon,,
"2 tablespoons red wine vinegar, or more to taste",red wine vinegar,2,tablespoon,,or more to taste
"1 tablespoon drained, chopped capers",capers,1,tablespoon,"drained, chopped",
"1 fresh hot pepper, minced (for a milder “hot,” seeded first)",fresh hot pepper,1,,"minced (for a milder “hot,” seeded first)",
1/3 cup (2½ ounces/71 grams) sugar,sugar,0.333 2.5 71,cup ounce gram,,(/)
¼ cup peeled and minced fresh ginger,fresh ginger,0.25,cup,peeled and minced ,
"¼ cup grated Parmesan cheese, for garnish",Parmesan cheese,0.25,cup,grated,for garnish
1 head oak-leaf lettuce (or other loose-leaf lettuce),oak-leaf lettuce (or other loose-leaf lettuce),1,head,,
About 1 cup grated Pecorino Romano or Parmesan cheese,Pecorino Romano or Parmesan cheese,1,cup,grated,About
30 gluten-free Oreo-esque cookies,gluten-free Oreo-esque cookies,30,,,
"2-3 pounds (.908-1.36 kg) small cremini mushrooms, cleaned and trimmed (8 cups [1.9 L])",small cremini mushrooms,2-3 .908-1.36 8 1.9,pound kg cup L,cleaned and trimmed,() ( [])
1 small onion (for about ½ cup chopped),onion,1 0.5,small cup,chopped,(for about)
1 large onion diced,onion,1,large,diced,
1/4 cup sweet paprika,sweet paprika,0.25,cup,,
"1 celery rib, cut into large pieces",celery,1,rib,cut into large piece,
¼ cup tarragon vinegar,tarragon vinegar,0.25,cup,,
"2 lb (900 g) paleron of beef or same amount of shoulder or neck, cut into 1½-inch (4-cm) pieces",paleron of beef or same amount of shoulder or neck,2 900,lb g,cut into 1.5-inch (4-cm) piece,()
"¼ teaspoon cumin seeds, crushed",cumin seeds,0.25,teaspoon,crushed,
"1 large egg, separated",egg,1,large,separated,
¾ cup packed brown sugar,brown sugar,0.75,cup,,packed
1/4 cup plus 1 tablespoon heavy cream,heavy cream,0.25,cup,,plus 1 tablespoon
1 large onion or 2 small onions,onion,1 2,large small,,or onions
2/3 cup tepid water,water,0.667,cup,tepid ,
1½ teaspoon smoked paprika,smoked paprika,1.5,teaspoon,,
About ½ cup coriander leaves,coriander leaves,0.5,cup,,About
1 heaping tbsp (15 ml) dark cocoa powder (preferably not Dutch process),dark cocoa powder,1 15,heaping tbsp ml,,() (preferably not Dutch process)
1 recipe Chocolate Chip Cookie dough,Chocolate Chip Cookie dough,1,recipe,,
"7½ tablespoons (3¾ ounces; 110 grams) unsalted butter, melted and cooled",unsalted butter,7.5 3.75 110,tablespoon ounce gram,melted and cooled,(;)
"Sour cream, for topping",Sour cream,,,,for topping
6 to 8 ounces of butter (¾ to 1 cup or 1½ to 2 sticks),butter,6-8  0.75-1 1.5-2,ounce cup stick,,of (or)
½ tsp (2 mL) ground coriander,ground coriander,0.5 2,tsp mL,,()
½ cup finely chopped cilantro,cilantro,0.5,cup,finely chopped ,
"1 pound boneless chicken thighs with skin, cut into ½-inch chunks",boneless chicken thighs with skin,1,pound,cut into 0.5-inch chunk,
½ cup minced fresh coriander,fresh coriander,0.5,cup,minced ,
"Bunch fresh mint, chopped",fresh mint,,bunch,chopped,
Sea salt or Cyprus Black Salt,Sea salt or Cyprus Black Salt,,,,
3 tablespoons white wine vinegar or dry sherry,white wine vinegar or dry sherry,3,tablespoon,,
¼ cup or more Madeira,Madeira,0.25,cup,,or more 
"A 2-inch piece fresh ginger, peeled and roughly chopped",fresh ginger,2,piece inch,peeled and roughly chopped,A
2/3 cup olive oil,olive oil,0.667,cup,,
Red food coloring (optional),Red food coloring,,,,(optional)
3 tablespoons mamemiso (soybean miso),mamemiso (soybean miso),3,tablespoon,,
"¼ cup pecan pieces, toasted and salted",pecan pieces,0.25,cup,toasted and salted,
½ small leek,leek,0.5,small,,
"1 ounce Gorgonzola cheese, cut into small pieces",Gorgonzola cheese,1,ounce,cut into small piece,
"1 pound fresh apricots, halved, pitted, and cut in quarters",fresh apricots,1,pound,"halved, pitted, and cut in quarters",
"3 tuna steaks, about 1½ pounds total",tuna steaks,3 1.5, pound,,about total
1 cup diced large scallions,scallions,1,cup,diced,large 
Fresh thyme leaves,Fresh thyme leaves,,,,
"8 ounces (1 scant cup) almond paste, room temperature",almond paste,8 1,ounce scant cup,room temperature,()
"3 pounds white-flesh fish, whole or filleted (for example, trout, sole, flounder, red or gray mullet, or sea bass)",white-flesh fish,3,pound,,"whole or filleted (for example, trout, sole, flounder, red or gray mullet, or sea bass)"
1½ teaspoons crushed brown Sichuan peppercorns,brown Sichuan peppercorns,1.5,teaspoon,crushed ,
One 1½- to 1¾-pound boneless pork loin,boneless pork loin,1 1.5-1.75, pound,,
1½ cups cubed fresh mozzarella (fior di latte) cheese (see Notes),fresh mozzarella (fior di latte) cheese,1.5,cup,cubed ,(see Notes)
"½ cup buttermilk, yogurt or milk","buttermilk, yogurt or milk",0.5,cup,,
"¼ pound pearl onions, each cut in 3 or 4 thin slices",pearl onions,0.25,pound,each cut in 3-4 thin slice,
1 cup plain (non iodized) table salt,plain table salt,1,cup,,(non iodized) 
2 teaspoons (10 mL) turmeric powder,turmeric powder,2 10,teaspoon mL,,()
"Lemon juice, 3 tablespoons",Lemon juice,3,tablespoon,,
"½ medium melon of your choice, seeded, skinned, and chopped",melon of your choice,0.5,medium,"seeded, skinned, and chopped",
"1 pound white mushrooms, stemmed and quartered (about 5 cups)",white mushrooms,1 5,pound cup,stemmed and quartered ,(about)
2½ tablespoons minced fresh ginger,fresh ginger,2.5,tablespoon,minced ,
"½ medium-size yellow or white onion, finely chopped",yellow or white onion,0.5,medium-size,finely chopped,
"3 tablespoons plus 2 teaspoons fresh lemon juice (from about 2 lemons), plus more if desired",fresh lemon juice,3,tablespoon,,"plus 2 teaspoon (from about 2 lemons), plus more if desired"
"2 shallots, peeled and finely chopped",shallots,2,,peeled and finely chopped,
"1 pint beef stock, plus extra hot water for topping up",beef stock,1,pint,,plus extra hot water for topping up
"About ¼ pound pancetta, cut into ¾-inch slices, then into ¾-inch cubes",pancetta,0.25,pound,"cut into ¾-inch slice, then into ¾-inch cube",About
3/4 cup (195 g) creamy peanut butter (see Notes),creamy peanut butter,0.75 195,cup g,,() (see Notes)
"8 hard-boiled eggs, peeled and halved",hard-boiled eggs,8,,peeled and halved,
5 cups chopped fresh or canned (drained) plum tomatoes (about 10 medium size),plum tomatoes,5,cup,chopped ,fresh or canned (drained) (about 10 medium size)
"1 cup red cowpeas or whole green lentils (sabud moong), partially sprouted (see Tip below), or store-bought bean sprouts",red cowpeas or whole green lentils,1,cup,,"(sabud moong), partially sprouted (see Tip below), or store-bought bean sprouts"
9 ounces (1½ cups) semisweet chocolate chips,semisweet chocolate chips,9 1.5,ounce cup,,() 
2 tablespoons dark rum or water,dark rum or water,2,tablespoon,,
2 tablespoons plus ½ teaspoon extra virgin olive oil,extra virgin olive oil,2,tablespoon,,plus 0.5 teaspoon 
"2 orange slices, for garnish",orange slices,2,,,for garnish
3 tablespoons canola or corn oil,canola or corn oil,3,tablespoon,,
"1 pound salmon, grouper, or other fish fillets, 1½ inches thick","salmon, grouper, or other fish fillets",1,pound,,1.5 inch thick
½ cup finely chopped shallots,shallots,0.5,cup,finely chopped ,
1 pound orecchiette or penne,orecchiette or penne,1,pound,,
2 cups dry white vermouth,dry white vermouth,2,cup,,
"1 very small handful mint leaves, julienned",mint leaves,1,very small handful ,julienned,
"½ English cucumber, cut lengthwise into 4 slices",English cucumber,0.5,,cut lengthwise into 4 slice,
"1½ pounds boneless, skinless chicken breast tenders or 4 chicken breast halves","boneless, skinless chicken breast tenders ",1.5,pound,,or 4 chicken breast halves
"3 pints strawberries or combination of strawberries, raspberries, and blackberries",strawberries or combination of strawberries,3,pint,,"raspberries, and blackberries"
"4 tablespoons Parmesan, finely grated",Parmesan,4,tablespoon,finely grated,
1 tsp five-spice powder 5 mL,5-spice powder,1 5,tsp mL,,
"1 ripe pear, quartered, cored, and cut into bite-size chunks",ripe pear,1,,"quartered, cored, and cut into bite-size chunk",
"Confectioners sugar, for garnish",Confectioners sugar,,,,for garnish
"½ teaspoon red or green Thai chile paste or to taste, dissolved in a little hot water",red or green Thai chile paste,0.5,teaspoon,dissolved in a little hot water,or to taste
1 tablespoon chardonnay vinegar,chardonnay vinegar,1,tablespoon,,
3 regular-size or 2 large slices whole wheat or white bread,bread,3,slice,,"whole wheat or white, regular-size or 2 large"
Chopped fresh parsley and/or cilantro (coriander),fresh parsley and/or cilantro (coriander),,,Chopped ,
3 tbsp snipped fresh chives,fresh chives,3,tbsp,snipped ,
